Opportunity ID,Opportunity Name,Account ID,Account Name,Opportunity Owner,Department,Service Line,Stage,Probability (%),Amount,Currency,Created Date,Expected Close Date,Actual Close Date,Loss Reason,Lead Source,Last Activity Date,Last Modified
OPP-1649,Zephyr Energy - DevOps & Platform Engineering,ACC-10696,ZEPHYR ENERGY S.P.A.,Mateo López,Cloud and Infrastructure,DevOps & Platform Engineering,Closed - Lost,0%,"58,000.00",€,2025-03-19,2025-07-19,2025-03-26,Stalled,Event / Webinar,2025-03-26,2025-03-26 17:00:00
OPP-1617,Delta Industries - Managed Cloud Services,ACC-10079,Delta Industries SAS,Chloé Martin,Cloud & Infrastructure,Managed Cloud Services,5 - Closed Won,100,247500,EUR,2025-03-12,2025-06-05,2025-08-10,,Co-sell,2025-08-10,2025-08-10 17:00:00
OPP-1620,Granite Industries - SAP S/4HANA Implementation,ACC-10013,Granite Industries GmbH,Julia Hoffmann,ERP & Business Apps,SAP S/4HANA Implementation,Closed - Lost,0%,679500,EUR,2025-03-13,2025-06-19,2026-02-10,,Partner Referral,2026-02-10,2026-02-10 22:09:09
OPP-1567,Juniper Industries - Data Platform Modernisation,ACC-10557,JUNIPER INDUSTRIES SP. Z O.O.,Katarzyna Nowak,Data & AI,Data Platform Modernisation,Closed Won,100,"PLN 3,685,200",PLN,2025-03-02,2025-05-31,2025-06-13,,Webinar,2025-06-13,2025-06-13 18:40:31
OPP-1565,Tamsin Foods - Application Support,ACC-10026,Tamsin Foods AG,Julia Hoffmann,ERP & Business Apps,Application Support,Closed Lost,0,95000,EUR,2025-03-02,2025-06-08,2025-04-03,No Budget,Hyperscaler Co-sell,2025-04-03,2025-04-03 17:00:00
OPP-1646,Juniper Bank - Application Support,ACC-10598,JUNIPER BANK AG,Lena Fischer,ERP & Business Apps,Application Support,Closed Lost,0,718000,EUR,2025-03-18,2025-07-24,2025-03-22,No fit,Partner Referral,2025-03-22,2025-03-22 17:00:00
OPP-1616,Valora Industries - Security Assessment,ACC-10728,Valora Industries S.A.,Jan Kowalski,Cybersecurity,Security Assessment,Closed Won,100,"26,400.00",PLN,2025-03-12,26/08/2025,2025-07-16,,Partner Referral,2025-07-16,2025-07-16 17:36:23
OPP-1564,Delta Automotive - Analytics & BI,ACC-10465,Delta Automotive Lda,Marco Rossi,Data & AI,Analytics & BI,closed lost,0,"€99,500",EUR,01/03/2025,2025-08-01,2025-03-11,,Existing Customer (Upsell),2025-03-11,2025-03-11 17:00:00
OPP-1560,Rhein Logistics - Analytics & BI,ACC-10448,Rhein Logistics Ltd,Ethan Clarke,Data&AI,Analytics & BI,Lost,0,8500.00,GBP,2025-03-01,2025-08-20,2025-04-04,,Hyperscaler Co-sell,2025-04-04,2025-04-04 21:29:15
OPP-1652,Tamsin Brands - SAP S/4HANA Implementation,ACC-10033,TAMSIN BRANDS GMBH,Julia Hoffmann,ERP,SAP S/4HANA Implementation,Closed Lost,0,384500,EUR,2025-03-19,2025-06-29,2025-12-22,No Decision / Stalled,Upsell,2025-12-22,2025-12-22 18:29:49
OPP-1638,Rhein Renewables - DevOps & Platform Engineering,ACC-10443,Rhein Renewables AG,Lukas Schneider,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0,75 200,CHF,2025-03-17,2025-08-05,2025-05-26,No Budget,Existing Customer,2025-05-26,2025-05-26 17:00:00
OPP-1561,Vistula Utilities - Security Assessment,ACC-10699,Vistula Utilities Ltd,Tom Barker,Cybersecurity,Security Assessment,Closed Won,100,65100,GBP,2025-03-01,2025-06-07,13/07/2025,,Hyperscaler Co-sell,2025-07-13,2025-07-13 17:00:00
OPP-1578,Corvina Automotive - Managed Cloud Services,ACC-10589,Corvina Automotive Ltd,Oliver Hughes,CLOUD,Managed Cloud Services,Lost,,321 400,GBP,2025-03-04,2025-05-06,2025-05-16,,Co-sell,2025-05-16,2025-05-16 17:00:00
OPP-1664,Lusitania Retail - Application Support,ACC-10213,LUSITANIA RETAIL APS,Sven Johansson,ERP & Apps,Application Support,Closed Lost,0,589500,,2025-03-22,2025-05-24,2025-06-13,No decision,Event,2025-06-13,2025-06-13 19:54:49
OPP-1566,Fontaine Public Services - Analytics & BI,ACC-10707,Fontaine Public Services SA,Hugo Laurent,DATA & AI,,Closed - Lost,0,110000,EUR,2025-03-02,2025-05-24,2025-06-28,Not a Fit,SDR,2025-06-28,2025-06-28 18:13:42
OPP-1675,Zentra Motorenwerk - Managed Cloud Services,ACC-10272,Zentra Motorenwerk S.A.,Tomáš Novák,Cloud & Infrastructure,Managed Cloud Services,Closed - Lost,0,"PLN 405,400",pln,2025-03-23,2025-10-11,2025-07-28,No Decision / Stalled,Inbound - Website,2025-07-28,2025-07-28 17:00:00
OPP-1654,Silverline Public Services - Application Support,ACC-10085,Silverline Public Services GmbH,Julia Hoffmann,ERP & Business Apps,Application Support,Closed Lost,0%,470000,eur,2025-03-19,2025-08-03,2025-06-04,,Existing Customer (Upsell),2025-06-04,2025-06-04 17:00:00
OPP-1642,Aurora Invest - Security Assessment,ACC-10662,Aurora Invest Ltd,T. Barker,Cybersecurity,Security Assessment,Closed Lost,0,45100,GBP,2025-03-18,2025-07-18,2025-03-31,,Existing Customer (Upsell),2025-03-31,2025-03-31 17:00:00
OPP-1610,Quadra Retail - DevOps & Platform Engineering,ACC-10503,Quadra Retail SAS,Chloé Martin,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0,46000,EUR,2025-03-11,2025-07-05,2025-05-01,No Budget,Event,2025-05-01,2025-05-01 17:00:00
OPP-1590,Danubia Motorenwerk - DevOps & Platform Engineering,ACC-10248,Danubia Motorenwerk AG,Lukas Schneider,Cloud and Infrastructure,DevOps & Platform Engineering,Closed Lost,0,363000,EUR,2025-03-08,2025-04-07,2025-04-04,no budget,Existing Customer,2025-04-04,2025-04-04 17:00:00
OPP-1575,Valora Medical - Managed SOC,ACC-10203,Valora Medical AG,Felix Wagner,Cybersecurity,Managed SOC,Closed - Lost,0,419000,EUR,2025-03-03,2025-09-23,2025-05-03,No Budget,Event,2025-05-03,2025-05-03 17:00:00
OPP-1680,Tauern Assurance - Managed Cloud Services,ACC-10124,Tauern Assurance S.A.,Mateo López,Cloud & Infrastructure,Managed Cloud Services,5 - Closed Won,100%,427000,EUR,25/03/2025,2025-09-27,22/01/2026,,Existing Customer (Upsell),2026-01-22,2026-01-22 17:00:00
OPP-1582,Aurora Public Services - DevOps & Platform Engineering,ACC-10506,Aurora Public Services S.L.,Mateo López,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0%,109500,EUR,2025-03-06,25/01/2026,2025-05-26,No fit,Outbound - SDR,2025-05-26,2025-05-26 17:00:00
OPP-1671,Corvina Energy - SAP S/4HANA Implementation,ACC-10404,Corvina Energy SA,Camille Bernard,ERP & Business Apps,SAP S/4HANA Implementation,Closed Won,100,886000,EUR,2025-03-23,2025-09-10,2025-08-13,,Partner Referral,2025-08-13,2025-08-13 17:00:00
OPP-1562,Ysolde Motorenwerk - Application Support,ACC-10346,Ysolde Motorenwerk ASA,Sven Johansson,ERP & Business Apps,Application Support,Closed Won,100,"9,882,700.00",NOK,2025-03-01,2025-04-24,2025-07-12,,Existing Customer (Upsell),2025-07-12,2025-07-12 20:42:54
OPP-1697,Brightwater Agency - Cloud Migration,ACC-10232,Brightwater Agency GmbH,L. Schneider,Cloud & Infrastructure,Cloud Migration,Lost,0%,445000,EUR,2025-03-29,2025-11-29,2025-06-01,Not qualified,Outbound - SDR,2025-06-01,2025-06-01 17:00:00
OPP-1686,Kronberg Connect - DevOps & Platform Engineering,ACC-10689,Kronberg Connect Ltd,Oliver Hughes,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Won,100%,51100,GBP,2025-03-27,2025-06-08,2025-07-11,,Referral,2025-07-11,2025-07-11 21:37:40
OPP-1606,Lusitania Agency - Data Platform Modernisation,ACC-10763,Lusitania Agency Ltd,Ethan Clarke,Data & AI,Data Platform Modernisation,Closed Lost,0,"£176,200",GBP,2025-03-11,2025-08-27,2025-04-19,Timing / Postponed,Hyperscaler Co-sell,2025-04-19,2025-04-19 17:00:00
OPP-1636,Iberia Institute - DevOps & Platform Engineering,ACC-10359,Iberia Institute Sp. z o.o.,Tomáš Novák  ,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0,466200,PLN,2025-03-17,2025-10-20,2025-05-15,No decision,Outbound - SDR,2025-05-15,2025-05-15 17:00:00
OPP-1663,Castellan Public Services - DevOps & Platform Engineering,ACC-10599,Castellan Public Services AG,Lukas Schneider,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Won,100,"€21,500",EUR,2025-03-22,2025-08-21,2026-05-03,,Co-sell,03/05/2026,2026-05-03 17:00:00
OPP-1585,Lindholm Pharma - Managed Cloud Services,ACC-10252,Lindholm Pharma AG,Lukas Schneider,Cloud & Infrastructure,Managed Cloud Services,Closed - Lost,0,"160,500.00",EUR,2025-03-06,2025-07-16,2025-03-23,Budget,Referral,2025-03-23,2025-03-23 17:00:00
OPP-1581,Alpenkraft Renewables - AI & GenAI Solutions,ACC-10152,ALPENKRAFT RENEWABLES S.P.A.,Marco Rossi,Data & AI,AI & GenAI Solutions,Closed Lost,0%,719500,EUR,2025-03-06,2025-07-30,2025-09-13,No Decision / Stalled,Outbound - SDR,2025-09-13,2025-09-13 23:19:59
OPP-1706,Lusitania Finance - Identity & Access Management,ACC-10109,Lusitania Finance GmbH,Felix Wagner,Cybersecurity,Identity & Access Management,Closed Lost,0%,154000,EUR,2025-03-31,2025-07-19,2026-05-27,Scope Reduced / In-house,Existing Customer (Upsell),2026-05-27,2026-05-27 17:00:00
OPP-1599,Castellan Capital - Analytics & BI,ACC-10332,Castellan Capital N.V.,Emma de Vries,Data and AI,Analytics & BI,Negotiation/Review,95,84500,EUR,2025-03-09,2025-06-12,,,Hyperscaler Co-sell,2025-06-02,2025-05-29 16:47:58
OPP-1654,Silverline Public Services - Application Support,ACC-10085,Silverline Public Services GmbH,Julia Hoffmann,ERP & Business Apps,Application Support,Closed Lost,0%,470000,eur,2025-03-19,2025-08-03,2025-06-04,,Existing Customer (Upsell),2025-06-04,2025-06-04 17:00:00
OPP-1647,Vistula Consumer - SAP S/4HANA Implementation,ACC-10299,Vistula Consumer plc,"Thompson, Grace",ERP and Business Applications,SAP S/4HANA Implementation,Closed Lost,0,871000,GBP,2025-03-19,2025-06-21,2025-03-28,Budget,Partner Referral,2025-03-28,2025-03-28 22:33:25
OPP-1639,Aurora Public Services - SAP S/4HANA Implementation,ACC-10506,Aurora Public Services S.L.,Paolo Conti  ,ERP & Apps,SAP S/4HANA Implementation,Closed Lost,0%,1869000.00,EUR,2025-03-17,2026-03-15,2025-06-08,No Budget,Hyperscaler Co-sell,2025-06-08,2025-06-08 17:00:00
OPP-1703,Solvik Consumer - Managed SOC,ACC-10633,Solvik Consumer SAS,David Moreau,Cybersecurity,Managed SOC,Closed Lost,0%,"€624,500",EUR,2025-03-30,2025-07-25,2025-11-05,Competitor,Outbound - SDR,2025-11-05,2025-11-05 17:00:00
OPP-1588,Lindholm Power - Data Platform Modernisation,ACC-10471,Lindholm Power S.A.,Katarzyna Nowak,Data&AI,Data Platform Modernisation,Closed Lost,0,1836500,PLN,2025-03-07,2025-07-09,2025-04-24,Not a Fit,Existing Customer (Upsell),2025-04-24,2025-04-24 17:00:00
OPP-1683,Estrella Motorenwerk - AI & GenAI Solutions,ACC-10542,Estrella Motorenwerk Ltd,Niamh Walsh,Data & AI,AI & GenAI Solutions,Closed Lost,0%,155800,GBP,2025-03-27,2025-07-07,2025-07-28,No Decision / Stalled,Inbound - Website,2025-07-28,2025-07-28 17:00:00
OPP-1614,Ysolde Industries - AI & GenAI Solutions,ACC-10035,Ysolde Industries AB,Mikael Lindqvist,Data & AI,AI & GenAI Solutions,Closed Lost,0,1 522 400,SEK,2025-03-11,2025-06-16,2025-07-14,Scope Reduced / In-house,Inbound,2025-07-14,2025-07-14 17:00:00
OPP-1694,Invicta Shipping - Security Assessment,ACC-10652,Invicta Shipping s.r.o.,Jan Kowalski,Cybersecurity,Security Assessment,Closed - Lost,0,221800,CZK,2025-03-29,2025-07-21,2025-04-25,no budget,Event / Webinar,2025-04-25,2025-04-25 19:56:13
OPP-1682,Orion Brands - DevOps & Platform Engineering,ACC-10407,Orion Brands B.V.,Pieter Janssens,Cloud & Infrastructure,,Closed Won,100%,105 500,EUR,2025-03-26,2025-08-21,2025-07-21,,Inbound,2025-07-21,2025-07-21 17:00:00
OPP-1660,Juniper Industries - Managed Cloud Services,ACC-10557,Juniper Industries Sp. z o.o.,Tomáš Novák,CLOUD,Managed Cloud Services,Closed Lost,0,"1,046,000.00",PLN,2025-03-21,2025-07-05,2025-03-26,No Budget,Existing Customer (Upsell),2025-03-26,2025-03-26 21:53:29
OPP-1573,Delta Telecom - DevOps & Platform Engineering,ACC-10269,DELTA TELECOM LTD,Oliver Hughes  ,Cloud & Infrastructure,DevOps & Platform Engineering,closed won,100,61000,EUR,2025-03-03,2025-05-09,2025-06-13,,Partner Referral,2025-06-13,2025-06-13 17:00:00
OPP-1628,Riviera Components - Security Assessment,ACC-10315,Riviera Components SE,Felix Wagner,cybersecurity,Security Assessment,Closed - Lost,0,17500,EUR,2025-03-15,2025-08-20,2025-06-16,No Decision / Stalled,Existing Customer (Upsell),2025-06-16,2025-06-16 17:00:00
OPP-1609,Estrella Grid - SAP S/4HANA Implementation,ACC-10127,Estrella Grid S.r.l.,Paolo Conti,ERP & Business Apps,SAP S/4HANA Implementation,Closed Won,100,1 384 000,EUR,2025-03-11,05/09/2025,18/11/2025,,Event / Webinar,2025-11-18,2025-11-18 21:36:30
OPP-1681,Brightwater Finance - Application Support,ACC-10362,Brightwater Finance plc,"Thompson, Grace",ERP & Business Apps,Application Support,Qualification,30,"303,500.00",GBP,2025-03-25,2025-09-10,,,Inbound - Website,2025-05-22,2025-05-21 17:33:54
OPP-1592,Fjordline Motorenwerk - SAP S/4HANA Implementation,ACC-10211,Fjordline Motorenwerk Ltd,Grace Thompson,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0,1037400,GBP,2025-03-08,2025-06-26,2025-03-21,No Budget,Outbound - SDR,2025-03-21,2025-03-21 17:00:00
OPP-1603,Orion Automotive - Identity & Access Management,ACC-10435,Orion Automotive S.A.,Isabel Ferreira,Cybersecurity,Identity & Access Management,Closed Lost,0,211500,EUR,2025-03-10,2025-06-25,2025-03-30,Not qualified,Referral,2025-03-30,2025-03-30 21:58:27
OPP-1650,Silverline Automotive - Data Platform Modernisation,ACC-10225,Silverline Automotive S.A.,Katarzyna Nowak,Data and AI,Data Platform Modernisation,Closed Won,100,"PLN 1,779,800",PLN,2025-03-19,2025-05-17,2025-09-30,,Existing Customer (Upsell),2025-09-30,2025-09-30 23:30:13
OPP-1653,Borealis Consumer - Cloud Migration,ACC-10100,Borealis Consumer ApS,Freja Nielsen,Cloud & Infrastructure,Cloud Migration,Won,100,498800,DKK,2025-03-19,2025-06-26,2025-05-11,,Partner Referral,2025-05-11,2025-05-11 22:21:01
OPP-1571,Granite Public Services - Salesforce Implementation,ACC-10614,Granite Public Services A/S,Sven Johansson,ERP and Business Applications,Salesforce Implementation,closed lost,0,4893800,DKK,2025-03-03,2025-06-27,2025-06-17,Lost to Competitor,Hyperscaler Co-sell,2025-06-17,2025-06-17 17:00:00
OPP-1657,Valora Industries - Analytics & BI,ACC-10728,Valora Industries S.A.,Katarzyna Nowak,Data&AI,Analytics & BI,Closed Lost,0%,188500,PLN,2025-03-20,2025-05-05,2025-04-09,No Decision / Stalled,Inbound,2025-04-09,2025-04-09 17:00:00
OPP-1685,Vistula Consumer - Managed Cloud Services,ACC-10299,Vistula Consumer plc,Oliver Hughes,Cloud & Infrastructure,Managed Cloud Services,Closed - Lost,0,392900,GBP,2025-03-27,2025-06-25,2025-05-13,lost to competitor,Outbound - SDR,2025-05-13,2025-05-13 17:00:00
OPP-1608,Valora Medical - Salesforce Implementation,ACC-10203,Valora Medical AG,Lena Fischer,ERP & Business Apps,Salesforce Implementation,Closed - Lost,0,236500,EUR,2025-03-11,2025-08-08,2025-04-18,No Budget,Co-sell,2025-04-18,2025-04-18 20:40:18
OPP-1673,Jadeport Industries - Managed SOC,ACC-10635,Jadeport Industries SA,David Moreau,Cybersecurity,Managed SOC,Closed Won,100,358000,EUR,2025-03-23,2025-08-21,23/02/2026,,Outbound - SDR,23/02/2026,2026-02-23 17:00:00
OPP-1702,Orion Connect - AI & GenAI Solutions,ACC-10105,Orion Connect Oy,Mikael Lindqvist,Data & AI,AI & GenAI Solutions,Closed Lost,0,149500,EUR,2025-03-30,2025-05-27,2025-04-30,,Partner,2025-04-30,2025-04-30 17:00:00
OPP-1687,Castellan Power - Cloud Migration,ACC-10254,Castellan Power SA,Lukas Schneider,CLOUD,Cloud Migration,Closed Won,100,553600,CHF,2025-03-27,2025-06-23,2025-05-20,,AWS/Azure Co-sell,2025-05-20,2025-05-20 17:00:00
OPP-1618,Jadeport Pharma - AI & GenAI Solutions,ACC-10052,Jadeport Pharma B.V.,Emma de Vries,Data & AI,AI & GenAI Solutions,Closed Lost,0%,220000,EUR,2025-03-13,2025-07-10,2025-05-16,Not qualified,Partner,2025-05-16,2025-05-16 17:00:00
OPP-990002,TEST - please ignore,ACC-00000,ACME Test Account,CRM Admin,Data&AI,Analytics & BI,Lost,0,1,GBP,2025-03-01,2025-08-20,2025-04-04,,Hyperscaler Co-sell,2025-04-04,2025-04-04 21:29:15
OPP-1678,Atlas Renewables - Identity & Access Management,ACC-10539,Atlas Renewables SAS,David Moreau,Cybersecurity,Identity & Access Management,Closed Lost,0,199000.00,EUR,2025-03-24,2025-08-31,2025-08-14,Lost to Competitor,Existing Customer (Upsell),2025-08-14,2025-08-14 17:00:00
OPP-1570,Granite Shipping - DevOps & Platform Engineering,ACC-10222,Granite Shipping N.V.,Pieter Janssens,Cloud and Infrastructure,DevOps & Platform Engineering,Closed Lost,0,28000,EUR,2025-03-03,2025-05-05,2025-05-04,No Decision / Stalled,Hyperscaler Co-sell,2025-05-04,2025-05-04 17:00:00
OPP-1613,Hansa Networks - Data Platform Modernisation,ACC-10587,Hansa Networks plc,Ethan Clarke,Data&AI,Data Platform Modernisation,Lost,0,73600,GBP,2025-03-11,2025-06-14,2025-05-03,No Decision / Stalled,Referral,2025-05-03,2025-05-03 20:28:01
OPP-1627,Lindholm Broadcast - AI & GenAI Solutions,ACC-10214,Lindholm Broadcast S.L.,Marco Rossi,DATA & AI,AI & GenAI Solutions,Closed Lost,0%,100500,EUR,2025-03-15,21/10/2025,2025-08-21,Not a Fit,Existing Customer (Upsell),2025-08-21,2025-08-21 17:00:00
OPP-1576,Estrella Motorenwerk - AI & GenAI Solutions,ACC-10542,ESTRELLA MOTORENWERK LTD,Ethan Clarke,Data & AI,AI & GenAI Solutions,Closed Lost,0,304400,GBP,2025-03-04,2025-06-02,2025-03-29,No fit,Existing Customer (Upsell),2025-03-29,2025-03-29 17:00:00
OPP-1644,Tamsin Authority - Data Platform Modernisation,ACC-10143,Tamsin Authority S.à r.l.,Emma de Vries,Data&AI,Data Platform Modernisation,Closed Lost,0,270500,EUR,2025-03-18,2025-07-29,2025-08-28,No decision,Outbound - SDR,2025-08-28,2025-08-28 17:00:00
OPP-1695,Ysolde Brands - Salesforce Implementation,ACC-10673,Ysolde Brands Lda,Paolo Conti,ERP & Business Apps,Salesforce Implementation,Closed Lost,0%,136000,,2025-03-29,2025-09-14,2026-01-01,In-house,Co-sell,2026-01-01,2026-01-01 17:00:00
OPP-1574,Atlas Industries - SAP S/4HANA Implementation,ACC-10139,Atlas Industries AB,Sven Johansson,ERP & Business Apps,SAP S/4HANA Implementation,Closed - Lost,0,2630500,EUR,2025-03-03,2025-05-26,2025-05-11,No fit,Event,2025-05-11,2025-05-11 17:00:00
OPP-1591,Umbria Health - Data Platform Modernisation,ACC-10158,Umbria Health Sp. z o.o.,katarzyna nowak,Data&AI,Data Platform Modernisation,Closed Won,100,1376400,PLN,2025-03-08,2025-08-08,2025-10-02,,Event / Webinar,2025-10-02,2025-10-02 17:00:00
OPP-1594,Valora Assurance - Salesforce Implementation,ACC-10690,Valora Assurance Ltd,Grace Thompson,ERP & Business Apps,Salesforce Implementation,Closed - Lost,0%,104300,GBP,2025-03-09,2025-06-18,2025-07-06,No Budget,Webinar,2025-07-06,2025-07-06 19:43:31
OPP-1704,Dunmore Grid - Data Platform Modernisation,ACC-10020,Dunmore Grid AS,Mikael Lindqvist,Data and AI,Data Platform Modernisation,Closed Won,100,"3,858,700.00",NOK,2025-03-30,2025-05-25,2025-08-05,,Outbound - SDR,2025-08-05,2025-08-05 20:03:04
OPP-1611,Karlsson Connect - Cloud Migration,ACC-10031,Karlsson Connect B.V.,Pieter Janssens,Cloud & Infrastructure,Cloud Migration,Closed Won,100,174500,EUR,2025-03-11,2025-07-05,2025-07-31,,Hyperscaler Co-sell,31/07/2025,2025-07-31 17:00:00
OPP-1605,Noord Assurance - Identity & Access Management,ACC-10488,Noord Assurance S.A.,J. Kowalski,Cybersecurity,Identity & Access Management,5 - Closed Won,100%,124000,EUR,2025-03-10,2025-11-01,2025-09-01,,Partner,2025-09-01,2025-09-01 17:00:00
OPP-1643,Orion Logistics - Cloud Migration,ACC-10479,Orion Logistics SAS,chloé martin,Cloud & Infrastructure,Cloud Migration,Closed Lost,0,49000,EUR,18/03/2025,2025-05-17,2025-11-19,Postponed,Outbound - SDR,2025-11-19,2025-11-19 22:38:28
OPP-1633,Iberia Institute - Data Platform Modernisation,ACC-10359,Iberia Institute Sp. z o.o.,Katarzyna Nowak,Data & AI,Data Platform Modernisation,Closed Lost,0,1139200,PLN,2025-03-17,2025-10-03,2025-04-15,Stalled,Hyperscaler Co-sell,2025-04-15,2025-04-15 17:00:00
OPP-1623,Aurora Assurance - DevOps & Platform Engineering,ACC-10042,Aurora Assurance Ltd,Oliver Hughes,Cloud & Infrastructure,DevOps & Platform Engineering,closed lost,0,61700,GBP,2025-03-14,2025-08-12,2025-03-20,No Decision / Stalled,Hyperscaler Co-sell,2025-03-20,2025-03-20 17:00:00
OPP-1656,Saxon Clinics - Analytics & BI,ACC-10499,Saxon Clinics SA,"Laurent, Hugo",Data and AI,Analytics & BI,closed lost,0%,161500,EUR,2025-03-20,2025-08-19,2025-08-06,No fit,Partner Referral,2025-08-06,2025-08-06 23:50:48
OPP-1615,Lindholm Energy - Identity & Access Management,ACC-10296,Lindholm Energy SAS,David Moreau,Cybersecurity,Identity & Access Management,Closed Lost,0,133500,eur,2025-03-12,2025-06-17,2025-08-30,No decision,Hyperscaler Co-sell,2025-08-30,2025-08-30 17:00:00
OPP-1684,Saxon Stores - Data Platform Modernisation,ACC-10743,SAXON STORES S.A.,Katarzyna Nowak,Data and AI,Data Platform Modernisation,Closed - Lost,,581800,PLN,2025-03-27,2025-09-02,2025-10-03,Stalled,Inbound - Website,2025-10-03,2025-10-03 23:58:54
OPP-1579,Karlsson Medical - Data Platform Modernisation,ACC-10160,Karlsson Medical plc,Niamh Walsh,DATA & AI,Data Platform Modernisation,Lost,0,375900,GBP,2025-03-04,2025-04-27,2025-10-16,Lost to Competitor,Event / Webinar,2025-10-16,2025-10-16 17:00:00
OPP-1568,Castellan Energy - Managed SOC,ACC-10675,Castellan Energy SA,"Moreau, David",Cybersecurity,Managed SOC,Closed Won,100,432000,EUR,2025-03-02,2025-06-30,2025-08-21,,Existing Customer (Upsell),2025-08-21,2025-08-21 20:48:34
OPP-1681,Brightwater Finance - Application Support,ACC-10362,Brightwater Finance plc,grace thompson,ERP & Business Apps,Application Support,Closed Lost,0,"303,500.00",GBP,2025-03-25,2025-09-10,2025-05-22,No Budget,Inbound - Website,2025-05-22,2025-05-22 22:54:24
OPP-1631,Valora Assurance - Managed SOC,ACC-10690,Valora Assurance Ltd,Tom Barker,Cyber,Managed SOC,5 - Closed Won,100,357600.00,GBP,2025-03-16,2025-07-28,2025-09-10,,Hyperscaler Co-sell,2025-09-10,2025-09-10 21:59:39
OPP-1648,Valora Precision - Cloud Migration,ACC-10357,Valora Precision plc,Oliver Hughes,CLOUD,Cloud Migration,Closed Lost,0,112000,GBP,2025-03-19,2025-08-26,2025-04-14,No Decision / Stalled,Inbound - Website,2025-04-14,2025-04-14 17:00:00
OPP-1690,Vektor Motorenwerk - Analytics & BI,ACC-10510,Vektor Motorenwerk SE,Anna Müller,Data & AI,Analytics & BI,Closed Won,100,24 500,EUR,2025-03-28,2025-07-30,2025-12-26,,Inbound - Website,2025-12-26,2025-12-26 17:00:00
