Opportunity ID,Opportunity Name,Account ID,Account Name,Opportunity Owner,Department,Service Line,Stage,Probability (%),Amount,Currency,Created Date,Expected Close Date,Actual Close Date,Loss Reason,Lead Source,Last Activity Date,Last Modified
OPP-1817,Baltica Agency - Analytics & BI,ACC-10571,Baltica Agency B.V.,Emma de Vries,Data & AI,Analytics & BI,Closed Lost,0,175500.00,EUR,2025-04-20,2025-07-09,2026-03-10,No Decision / Stalled,Inbound - Website,2026-03-10,2026-03-10 17:00:00
OPP-1723,Novara Industries - Managed Cloud Services,ACC-10342,Novara Industries S.A.,Tomáš Novák,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0,253500,PLN,2025-04-02,2025-07-18,2025-10-09,Price,Existing Customer (Upsell),2025-10-09,2025-10-09 17:00:00
OPP-1789,Zephyr Freight - Managed Cloud Services,ACC-10364,Zephyr Freight AG,Lukas Schneider,Cloud & Infrastructure,Managed Cloud Services,Closed Won,100%,"314,500.00",EUR,2025-04-14,2025-08-10,,,Outbound - SDR,2025-07-08,2025-07-08 17:00:00
OPP-1810,Corvina Bank - DevOps & Platform Engineering,ACC-10409,Corvina Bank SA,lukas schneider,Cloud & Infra,DevOps & Platform Engineering,Closed Lost,0,53700,CHF,2025-04-19,2025-09-19,2025-12-09,Timing / Postponed,Outbound - SDR,2025-12-09,2025-12-09 17:00:00
OPP-1714,Helvetia Utilities - Data Platform Modernisation,ACC-10554,Helvetia Utilities N.V.,Emma de Vries,Data & AI,Data Platform Modernisation,Closed Lost,0,78500,EUR,2025-04-02,2025-08-09,2025-04-23,No Decision / Stalled,Existing Customer,2025-04-23,2025-04-23 17:00:00
OPP-1719,Alpenkraft Finance - DevOps & Platform Engineering,ACC-10738,Alpenkraft Finance SA,Chloé Martin,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Won,100,48000,EUR,2025-04-02,2025-09-12,2026-03-25,,Partner Referral,2026-03-25,2026-03-25 21:19:07
OPP-1749,Zentra Shipping - SAP S/4HANA Implementation,ACC-10379,Zentra Shipping A/S,Sven Johansson,ERP & Business Apps,SAP S/4HANA Implementation,Closed Won,100%,9097800,DKK,2025-04-06,2025-06-23,2025-09-20,,Existing Customer (Upsell),2025-09-20,2025-09-20 17:00:00
OPP-1777,Olympia Energy - Data Platform Modernisation,ACC-10037,Olympia Energy Ltd,Ethan Clarke,Data & AI,Data Platform Modernisation,Lost,0,252 600,GBP,2025-04-11,2025-08-14,2025-05-14,,Existing Customer (Upsell),2025-05-14,2025-05-14 17:00:00
OPP-1768,Lumen Invest - Managed Cloud Services,ACC-10549,Lumen Invest B.V.,Pieter Janssens,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0,99500,EUR,2025-04-09,2025-09-21,2025-05-02,No Decision / Stalled,Partner Referral,2025-05-02,2025-05-02 21:33:13
OPP-1855,Alpenkraft Bank - Data Platform Modernisation,ACC-10536,Alpenkraft Bank Ltd,Ethan Clarke,Data & AI,Data Platform Modernisation,Closed Lost,0%,378 000,GBP,2025-04-28,2025-10-04,2025-05-18,Not a Fit,Partner Referral,2025-05-18,2025-05-18 17:00:00
OPP-1779,Granite Public Services - SAP S/4HANA Implementation,ACC-10614,Granite Public Services A/S,Sven Johansson,ERP,SAP S/4HANA Implementation,Closed Lost,0%,6 686 900,DKK,2025-04-11,2025-07-12,2025-05-08,No Budget,Outbound - SDR,2025-05-08,2025-05-08 17:00:00
OPP-1863,Tamsin Components - Cloud Migration,ACC-10179,Tamsin Components B.V.,P. Janssens,Cloud & Infrastructure,Cloud Migration,Closed Won,100,80500,EUR,2025-04-29,2025-08-05,2025-08-04,,Co-sell,2025-08-04,2025-08-04 17:00:00
OPP-1846,Oakridge Bank - Managed Cloud Services,ACC-10023,OAKRIDGE BANK SAS,Chloé Martin,Cloud and Infrastructure,Managed Cloud Services,closed won,100%,"379,500.00",EUR,2025-04-26,2026-01-23,2025-12-24,,Existing Customer,2025-12-24,2025-12-24 17:00:00
OPP-1860,Dunmore Medical - DevOps & Platform Engineering,ACC-10024,Dunmore Medical Ltd,"Hughes, Oliver",Cloud & Infrastructure,DevOps & Platform Engineering,Closed - Lost,0%,323000.00,eur,2025-04-28,2025-09-01,2025-05-26,No Budget,Outbound - SDR,2025-05-26,2025-05-26 17:00:00
OPP-1822,Kestrel Connect - Application Support,ACC-10411,Kestrel Connect S.A.,paolo conti,ERP,Application Support,Closed Won,100%,371500,EUR,2025-04-21,2025-09-14,2025-11-27,,Inbound - Website,2025-11-27,2025-11-27 18:01:20
OPP-1733,Olympia Power - Data Platform Modernisation,ACC-10132,Olympia Power AG,Anna Müller,Data & AI,Data Platform Modernisation,Closed Won,,"106,000.00",,2025-04-04,2025-09-25,2025-08-16,,Existing Customer (Upsell),2025-08-16,2025-08-16 22:46:14
OPP-1762,Lindholm Pharma - SAP S/4HANA Implementation,ACC-10252,Lindholm Pharma AG,Julia Hoffmann,ERP & Business Apps,SAP S/4HANA Implementation,Lost,0%,678000,EUR,2025-04-08,2025-09-15,2025-06-14,Price,Outbound - SDR,2025-06-14,2025-06-14 17:00:00
OPP-1794,Orion Logistics - Cloud Migration,ACC-10479,Orion Logistics SAS,Chloé Martin,Cloud & Infrastructure,Cloud Migration,Closed Won,100%,37500,EUR,2025-04-15,2025-08-01,2025-08-26,,Inbound - Website,2025-08-26,2025-08-26 17:00:00
OPP-1813,Silverline Public Services - Security Assessment,ACC-10085,Silverline Public Services GmbH,Felix Wagner,Cybersecurity,Security Assessment,Closed - Lost,0,113000,EUR,2025-04-20,2025-11-28,03/05/2025,No Decision / Stalled,Upsell,2025-05-03,2025-05-03 17:00:00
OPP-1716,Gallway Public Services - DevOps & Platform Engineering,ACC-10304,Gallway Public Services plc,oliver hughes,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0%,42200,GBP,2025-04-02,2025-08-15,2025-12-01,No Budget,Upsell,2025-12-01,2025-12-01 17:00:00
OPP-1800,Delta Power - Cloud Migration,ACC-10087,Delta Power AB,Freja Nielsen,Cloud & Infrastructure,Cloud Migration,Lost,0,"3,582,900.00",SEK,2025-04-16,2025-08-13,11/05/2025,No decision,Partner Referral,2025-05-11,2025-05-11 17:00:00
OPP-1842,Westbrook Authority - Managed SOC,ACC-10612,Westbrook Authority A/S,Sara Andersson,Cybersecurity,Managed SOC,Lost,0,807000,EUR,2025-04-25,2025-08-31,2025-06-18,,Partner Referral,2025-06-18,2025-06-18 17:00:00
OPP-1805,Brightwater Finance - Security Assessment,ACC-10362,Brightwater Finance plc,tom barker,Cybersecurity,Security Assessment,Closed Lost,0,165500,GBP,2025-04-17,17/07/2025,2025-06-22,Budget,Hyperscaler Co-sell,2025-06-22,2025-06-22 17:00:00
OPP-1712,Vistula Industries - DevOps & Platform Engineering,ACC-10406,Vistula Industries SA,Chloé Martin,Cloud & Infrastructure,DevOps & Platform Engineering,closed won,100,72500,EUR,2025-04-01,2025-10-10,2025-07-01,,Outbound - SDR,2025-07-01,2025-07-01 17:00:00
OPP-1754,Lindholm Bank - Application Support,ACC-10482,Lindholm Bank AB,Sven Johansson,ERP & Business Apps,Application Support,5 - Closed Won,100,1 918 200,SEK,2025-04-06,2025-08-05,2025-08-19,,Inbound - Website,2025-08-19,2025-08-19 21:43:05
OPP-1786,Estrella Freight - AI & GenAI Solutions,ACC-10527,Estrella Freight AG,Anna Müller,Data&AI,AI & GenAI Solutions,Lost,0,447000,EUR,2025-04-13,2025-07-05,2025-05-07,,Existing Customer (Upsell),2025-05-07,2025-05-07 17:00:00
OPP-1821,Valora Finance - Analytics & BI,ACC-10121,Valora Finance plc,Ethan Clarke,DATA & AI,Analytics & BI,Closed Lost,0,8100,GBP,2025-04-21,2025-09-11,2025-05-17,No Decision / Stalled,Inbound - Website,2025-05-17,2025-05-17 17:00:00
OPP-1820,Stellaris Motorenwerk - SAP S/4HANA Implementation,ACC-10331,Stellaris Motorenwerk AG,J. Hoffmann,ERP & Business Apps,SAP S/4HANA Implementation,Closed Won,100,179500,EUR,2025-04-21,2025-05-21,2025-06-22,,Outbound - SDR,2025-06-22,2025-06-22 22:14:46
OPP-1752,Moselle Retail - Analytics & BI,ACC-10258,MOSELLE RETAIL LTD,Ethan Clarke,DATA & AI,Analytics & BI,Lost,0,80600,GBP,2025-04-06,2025-09-10,2025-04-09,Not a Fit,Hyperscaler Co-sell,2025-04-09,2025-04-09 20:38:24
OPP-1742,Fontaine Networks - Analytics & BI,ACC-10674,Fontaine Networks Oyj,Mikael Lindqvist,Data & AI,Analytics & BI,closed lost,0,110000,EUR,2025-04-05,2025-06-24,2025-06-26,No Decision / Stalled,Event,2025-06-26,2025-06-26 17:00:00
OPP-1727,Castellan Energy - Cloud Migration,ACC-10675,Castellan Energy SA,Chloé Martin,Cloud & Infrastructure,,Closed - Lost,0,208500,EUR,2025-04-03,2025-09-24,2025-04-30,No Budget,Existing Customer (Upsell),2025-04-30,2025-04-30 17:00:00
OPP-1830,Castellan Public Services - Application Support,ACC-10599,Castellan Public Services AG,Julia Hoffmann,ERP & Business Apps,Application Support,Won,100,84500,EUR,2025-04-23,2026-01-18,2025-12-11,,Hyperscaler Co-sell,2025-12-11,2025-12-11 17:00:00
OPP-1865,Granite Authority - AI & GenAI Solutions,ACC-10094,Granite Authority Ltd,Ethan Clarke,Data & AI,AI & GenAI Solutions,Closed Lost,0,301600,GBP,2025-04-29,2025-10-16,2025-06-15,No Budget,Event / Webinar,2025-06-15,2025-06-15 17:00:00
OPP-1757,Riviera Power - Managed Cloud Services,ACC-10327,Riviera Power AG,Lukas Schneider,Cloud & Infrastructure,Managed Cloud Services,closed lost,0%,1152300,CHF,2025-04-07,2025-05-20,2026-05-06,Stalled,Outbound - SDR,2026-05-06,2026-05-06 22:23:18
OPP-1827,Orion Bank - SAP S/4HANA Implementation,ACC-10520,ORION BANK SE,Julia Hoffmann,ERP & Business Apps,SAP S/4HANA Implementation,Won,100,1331000,eur,2025-04-22,2025-09-10,2025-10-01,,Website,2025-10-01,2025-10-01 17:00:00
OPP-1724,Baltica Precision - Application Support,ACC-10275,Baltica Precision AS,Sven Johansson,ERP & Business Apps,Application Support,5 - Closed Won,100%,4802700.00,NOK,2025-04-03,2025-07-15,2025-06-30,,Co-sell,2025-06-30,2025-06-30 20:13:03
OPP-1720,Noord Authority - DevOps & Platform Engineering,ACC-10427,Noord Authority plc,oliver hughes,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Won,100%,"176,600.00",GBP,2025-04-02,2025-09-03,2025-11-19,,Hyperscaler Co-sell,2025-11-19,2025-11-19 23:12:21
OPP-1747,Harbour Capital - Security Assessment,ACC-10323,Harbour Capital SAS,David Moreau,Cybersecurity,Security Assessment,Closed Lost,0%,69000,EUR,2025-04-06,2025-09-11,2025-09-22,Price,Event / Webinar,2025-09-22,2025-09-22 17:00:00
OPP-1717,Granite Capital - Security Assessment,ACC-10454,Granite Capital S.A.,Isabel Ferreira,Cybersecurity,Security Assessment,closed lost,0%,65000,,2025-04-02,2025-11-09,2025-05-18,No Budget,Inbound - Website,2025-05-18,2025-05-18 22:33:33
OPP-1823,Valora Finance - AI & GenAI Solutions,ACC-10121,Valora Finance plc,ethan clarke,Data & AI,AI & GenAI Solutions,Proposal,80,34 100,GBP,2025-04-21,2026-11-17,,,Event / Webinar,2026-09-03,2026-09-03 17:00:00
OPP-1809,Delta Utilities - Managed Cloud Services,ACC-10500,Delta Utilities a.s.,Tomáš Novák,Cloud & Infrastructure,Managed Cloud Services,Closed Won,100%,"13,990,500.00",CZK,2025-04-19,2025-10-07,2025-09-17,,Existing Customer,2025-09-17,2025-09-17 17:00:00
OPP-1736,Kronberg Consumer - Managed SOC,ACC-10010,Kronberg Consumer plc,Tom Barker,cybersecurity,Managed SOC,closed lost,0,303800,GBP,2025-04-04,2025-06-22,2025-04-23,No Decision / Stalled,Hyperscaler Co-sell,2025-04-23,2025-04-23 18:25:30
OPP-1802,Jadeport Industries - Managed SOC,ACC-10635,JADEPORT INDUSTRIES SA,David Moreau,Cyber Security,Managed SOC,Closed Lost,0%,477000,EUR,2025-04-17,2025-09-03,2025-07-15,No fit,Webinar,2025-07-15,2025-07-15 17:00:00
OPP-1710,Ysolde Mobility - Analytics & BI,ACC-10208,Ysolde Mobility SE,Anna Müller,Data & AI,Analytics & BI,Closed Won,100,52000,€,2025-04-01,2025-05-06,2025-10-30,,SDR,2025-10-30,2025-10-30 23:38:21
OPP-1731,Gallway Health - AI & GenAI Solutions,ACC-10388,Gallway Health Ltd,Niamh Walsh,Data & AI,AI & GenAI Solutions,Closed - Lost,0,595500,EUR,2025-04-04,2025-06-22,2026-01-29,Doing in-house,Inbound - Website,2026-01-29,2026-01-29 23:20:30
OPP-1782,Isola Municipal Services - Managed SOC,ACC-10463,Isola Municipal Services N.V.,Sara Andersson,cybersecurity,Managed SOC,Won,100,138000,EUR,2025-04-12,2025-10-22,2025-08-12,,Partner Referral,2025-08-12,2025-08-12 17:00:00
OPP-1771,Marisol Consumer - Identity & Access Management,ACC-10736,MARISOL CONSUMER S.R.L.,Isabel Ferreira,Cybersecurity,Identity & Access Management,Lost,0,179000,eur,2025-04-09,2025-08-06,2025-04-28,No Budget,Webinar,2025-04-28,2025-04-28 17:00:00
OPP-1725,Arcadia Renewables - Security Assessment,ACC-10625,Arcadia Renewables SA,David Moreau,Cybersecurity,Security Assessment,closed won,100,"46,000.00",EUR,2025-04-03,2025-07-28,2025-10-15,,Webinar,2025-10-15,2025-10-15 22:42:08
OPP-1783,Orion Grid - Analytics & BI,ACC-10233,Orion Grid ApS,Mikael Lindqvist,Data and AI,Analytics & BI,Lost,0,405600,DKK,2025-04-12,2025-08-11,2025-05-09,No Decision / Stalled,Outbound - SDR,2025-05-09,2025-05-09 17:00:00
OPP-1751,Castellan Energy - Managed Cloud Services,ACC-10675,Castellan Energy SA,Chloé Martin,Cloud & Infrastructure,Managed Cloud Services,Closed - Lost,0,474000,EUR,2025-04-06,2025-07-27,2025-06-04,Price,Inbound - Website,2025-06-04,2025-06-04 17:00:00
OPP-1732,Solvik Municipal Services - Application Support,ACC-10620,SOLVIK MUNICIPAL SERVICES AG,Julia Hoffmann,ERP & Apps,Application Support,Closed Won,100,51500,EUR,2025-04-04,2025-09-03,2026-05-08,,Partner Referral,2026-05-08,2026-05-08 17:00:00
OPP-1849,Granite Power - Identity & Access Management,ACC-10564,Granite Power N.V.,Sara Andersson,Cybersecurity,Identity & Access Management,Closed Won,100%,72000,EUR,2025-04-27,2025-09-14,2025-07-30,,Website,2025-07-30,2025-07-30 17:00:00
OPP-1708,Jadeport Invest - Cloud Migration,ACC-10720,JADEPORT INVEST LTD,Oliver Hughes,Cloud and Infrastructure,Cloud Migration,closed lost,0,432600,GBP,2025-04-01,2025-08-11,2025-12-10,Timing / Postponed,Hyperscaler Co-sell,2025-12-10,2025-12-10 17:00:00
OPP-1832,Stellaris Assurance - Data Platform Modernisation,ACC-10601,Stellaris Assurance Ltd,Niamh Walsh,Data & AI,Data Platform Modernisation,Closed Lost,0,267500,EUR,2025-04-23,2025-09-17,2025-05-19,No Budget,Outbound - SDR,2025-05-19,2025-05-19 17:00:00
OPP-1765,Harbour Finance - Application Support,ACC-10243,Harbour Finance plc,Grace Thompson,ERP & Business Apps,Application Support,Closed Lost,,168100,GBP,2025-04-08,2025-08-23,2025-06-27,No Decision / Stalled,Hyperscaler Co-sell,2025-06-27,2025-06-27 17:00:00
OPP-1722,Danubia Finance - AI & GenAI Solutions,ACC-10263,Danubia Finance Lda,Marco Rossi,Data & AI,AI & GenAI Solutions,Lost,0,490500,EUR,2025-04-02,2025-12-17,2025-06-29,Lost to Competitor,Existing Customer (Upsell),2025-06-29,2025-06-29 17:00:00
OPP-1760,Marisol Automotive - Analytics & BI,ACC-10053,Marisol Automotive Ltd,ethan clarke,Data & AI,Analytics & BI,Closed Lost,0,43 500,GBP,2025-04-07,2025-08-03,2026-01-14,,Upsell,2026-01-14,2026-01-14 22:25:06
OPP-1774,Riviera Components - Data Platform Modernisation,ACC-10315,Riviera Components SE,Anna Müller,Data & AI,Data Platform Modernisation,5 - Closed Won,100,148 500,EUR,2025-04-10,2025-08-16,2026-04-08,,Website,2026-04-08,2026-04-08 17:00:00
OPP-1718,Cygnus Institute - Data Platform Modernisation,ACC-10511,Cygnus Institute S.A.,Katarzyna Nowak,Data & AI,Data Platform Modernisation,Closed Lost,0,"PLN 1,056,200",PLN,2025-04-02,2025-07-21,2026-04-10,No Decision / Stalled,Hyperscaler Co-sell,2026-04-10,2026-04-10 19:12:14
OPP-1715,Moselle Clinics - Analytics & BI,ACC-10199,MOSELLE CLINICS SAS,Hugo Laurent,Data and AI,Analytics & BI,Closed Lost,0,46500,EUR,2025-04-02,2025-09-16,2025-04-19,No fit,Existing Customer (Upsell),2025-04-19,2025-04-19 20:41:51
OPP-1784,Danubia Finance - Managed Cloud Services,ACC-10263,Danubia Finance Lda,Mateo López,Cloud & Infrastructure,Managed Cloud Services,Closed Won,100,333500.00,EUR,2025-04-13,2025-08-12,2025-08-12,,Existing Customer (Upsell),2025-08-12,2025-08-12 17:00:00
OPP-1841,Harbour Components - Managed SOC,ACC-10538,Harbour Components SA,"Wagner, Felix",Cybersecurity,Managed SOC,closed won,100%,520500,CHF,2025-04-25,2025-08-22,2025-07-01,,Hyperscaler Co-sell,2025-07-01,2025-07-01 17:00:00
OPP-1804,Pionier Brands - Cloud Migration,ACC-10586,Pionier Brands S.A.,Mateo López,Cloud & Infrastructure,Cloud Migration,Closed - Lost,0,177500,EUR,2025-04-17,2025-09-02,28/07/2025,No Budget,Upsell,2025-07-28,2025-07-28 17:00:00
OPP-1787,Estrella Assurance - Data Platform Modernisation,ACC-10473,Estrella Assurance Sp. z o.o.,Katarzyna Nowak,Data and AI,Data Platform Modernisation,Closed Lost,0%,305800,PLN,2025-04-14,2025-09-11,2025-04-17,No Budget,Inbound - Website,2025-04-17,2025-04-17 17:00:00
OPP-1858,Corvina Automotive - Analytics & BI,ACC-10589,CORVINA AUTOMOTIVE LTD,Niamh Walsh,Data & AI,Analytics & BI,Closed - Lost,0%,117800,GBP,2025-04-28,2025-09-16,2025-05-02,No Budget,Event / Webinar,2025-05-02,2025-05-02 17:00:00
OPP-1850,Iberia Agency - Managed Cloud Services,ACC-10008,Iberia Agency S.A.,Mateo López,Cloud & Infrastructure,Managed Cloud Services,Discovery,,578500,EUR,2025-04-27,2026-04-10,,,Event / Webinar,2025-05-10,2025-05-08 01:39:32
OPP-1806,Oakridge Clinics - Data Platform Modernisation,ACC-10459,OAKRIDGE CLINICS SAS,Hugo Laurent,Data & AI,Data Platform Modernisation,closed lost,0,154500,EUR,2025-04-18,2025-09-29,2025-05-21,Not a Fit,Hyperscaler Co-sell,2025-05-21,2025-05-21 19:33:09
OPP-1753,Lindholm Telecom - Managed Cloud Services,ACC-10565,Lindholm Telecom S.r.l.,Mateo López,Cloud & Infrastructure,Managed Cloud Services,Lost,0,282000,EUR,2025-04-06,2025-08-21,2025-04-10,No Decision / Stalled,Existing Customer (Upsell),2025-04-10,2025-04-10 19:37:12
OPP-1734,Riviera Power - DevOps & Platform Engineering,ACC-10327,Riviera Power AG,Lukas Schneider,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Won,100,"145,800.00",CHF,2025-04-04,2025-07-24,23/07/2025,,Partner Referral,2025-07-23,2025-07-23 17:00:00
OPP-1803,Tauern Utilities - Identity & Access Management,ACC-10563,Tauern Utilities AG,Felix Wagner,Cybersecurity,Identity & Access Management,Closed Lost,0%,117 000,EUR,2025-04-17,2025-07-02,2025-05-15,No Decision / Stalled,Co-sell,2025-05-15,2025-05-15 17:00:00
OPP-1744,Granite Invest - Analytics & BI,ACC-10691,Granite Invest Ltd,Niamh Walsh,Data & AI,Analytics & BI,Lost,0,42700,GBP,2025-04-05,2025-08-12,2025-06-09,,Inbound - Website,2025-06-09,2025-06-09 17:00:00
OPP-1845,Arcadia Invest - AI & GenAI Solutions,ACC-10200,ARCADIA INVEST AB,Mikael Lindqvist  ,Data and AI,AI & GenAI Solutions,Closed - Lost,0%,1198200,SEK,2025-04-26,2025-10-04,2025-06-23,No Budget,Upsell,2025-06-23,2025-06-23 20:29:19
OPP-1854,Ysolde Renewables - Data Platform Modernisation,ACC-10734,Ysolde Renewables Oyj,Mikael Lindqvist,Data & AI,Data Platform Modernisation,Closed - Lost,0,1021500,EUR,2025-04-28,2025-07-14,2025-09-26,In-house,Partner Referral,2025-09-26,2025-09-26 21:17:01
OPP-1776,Kronberg Consumer - Data Platform Modernisation,ACC-10010,Kronberg Consumer plc,Niamh Walsh,Data&AI,Data Platform Modernisation,Closed - Lost,0,44800,GBP,2025-04-11,2025-08-05,2025-05-20,No Decision / Stalled,Event,2025-05-20,2025-05-20 23:40:46
OPP-1864,Pionier Components - SAP S/4HANA Implementation,ACC-10420,PIONIER COMPONENTS GMBH,Julia Hoffmann,ERP & Business Apps,SAP S/4HANA Implementation,Won,100%,245000,EUR,2025-04-29,2025-10-30,2025-11-25,,SDR,2025-11-25,2025-11-25 20:38:01
OPP-1755,Tauern Utilities - Managed SOC,ACC-10563,Tauern Utilities AG,Felix Wagner,Cybersecurity,Managed SOC,Closed Lost,0,"618,000.00",CHF,2025-04-07,2025-10-20,2025-05-02,Budget,Existing Customer (Upsell),2025-05-02,2025-05-02 17:00:00
OPP-1834,Corvina Logistics - Analytics & BI,ACC-10148,Corvina Logistics Ltd,Ethan Clarke,Data & AI,Analytics & BI,closed lost,0%,49 900,GBP,2025-04-23,2025-08-10,2025-05-21,,Partner Referral,2025-05-21,2025-05-21 17:00:00
OPP-1738,Lusitania Renewables - Application Support,ACC-10155,Lusitania Renewables SA,Julia Hoffmann,ERP & Apps,Application Support,Won,100,302300,CHF,2025-04-04,2025-09-05,2025-07-05,,Inbound,2025-07-05,2025-07-05 17:00:00
OPP-1844,Oakridge Bank - Managed Cloud Services,ACC-10023,Oakridge Bank SAS,Chloé Martin,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0%,"€347,500",EUR,2025-04-26,2025-08-19,2025-05-05,no budget,Partner Referral,2025-05-05,2025-05-05 17:00:00
OPP-1797,Invicta Shipping - Analytics & BI,ACC-10652,Invicta Shipping s.r.o.,"Nowak, Katarzyna",Data & AI,Analytics & BI,Closed Lost,0,"408,000.00",CZK,2025-04-15,2025-08-11,2025-06-04,,Event / Webinar,2025-06-04,2025-06-04 17:00:00
OPP-1770,Elbe Consumer - Cloud Migration,ACC-10440,Elbe Consumer SA,Chloé Martin,Cloud & Infrastructure,Cloud Migration,Closed - Lost,0%,499500,EUR,2025-04-09,2025-06-18,28/03/2026,In-house,Event / Webinar,2026-03-28,2026-03-28 23:51:54
OPP-1758,Iberia Institute - Managed Cloud Services,ACC-10359,Iberia Institute Sp. z o.o.,"Novák, Tomáš",Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0,490500,EUR,2025-04-07,2025-12-20,2026-01-19,No Decision / Stalled,Referral,2026-01-19,2026-01-19 18:48:32
