Opportunity ID,Opportunity Name,Account ID,Account Name,Opportunity Owner,Department,Service Line,Stage,Probability (%),Amount,Currency,Created Date,Expected Close Date,Actual Close Date,Loss Reason,Lead Source,Last Activity Date,Last Modified
OPP-1034,Estrella Assurance - Managed SOC,ACC-10473,Estrella Assurance Sp. z o.o.,Jan Kowalski,Cyber,Managed SOC,Closed Lost,0,1006300.00,PLN,2024-11-14,2025-02-08,2025-03-10,Timing / Postponed,Existing Customer (Upsell),2025-03-10,2025-03-10 18:27:41
OPP-1023,Zephyr Transport - Salesforce Implementation,ACC-10761,ZEPHYR TRANSPORT LTD,Grace Thompson,ERP & Business Apps,Salesforce Implementation,closed lost,0%,93900,GBP,2024-11-10,2025-01-11,2024-12-04,No Budget,Hyperscaler Co-sell,2024-12-04,2024-12-04 19:40:06
OPP-1109,Saxon Finance - Cloud Migration,ACC-10583,Saxon Finance SAS,Chloé Martin,Cloud & Infrastructure,Cloud Migration,Closed Lost,0,107000,EUR,2024-11-30,2025-03-19,2025-03-05,no budget,Outbound - SDR,2025-03-05,2025-03-05 17:00:00
OPP-1098,Stellaris Biotech - Analytics & BI,ACC-10478,Stellaris Biotech Ltd,Ethan Clarke,Data & AI,Analytics & BI,Lost,0%,101500,GBP,2024-11-27,2025-02-07,2025-01-04,No Decision / Stalled,Outbound - SDR,2025-01-04,2025-01-04 19:00:48
OPP-990,Westbrook Components - Security Assessment,ACC-10421,Westbrook Components S.A.,"Kowalski, Jan",cybersecurity,Security Assessment,Won,100,172300,PLN,2024-11-03,2025-03-26,2025-04-14,,Outbound - SDR,2025-04-14,2025-04-14 17:00:00
OPP-1083,Nordwind Stores - AI & GenAI Solutions,ACC-10058,Nordwind Stores SAS,Hugo Laurent,Data & AI,AI & GenAI Solutions,Lost,0,"172,500.00",EUR,2024-11-24,2025-05-23,2025-03-02,No Decision / Stalled,Event,2025-03-02,2025-03-02 17:00:00
OPP-1027,Vektor Institute - Managed SOC,ACC-10418,Vektor Institute SA,David Moreau  ,Cybersecurity,Managed SOC,Closed Lost,0,352500,EUR,2024-11-11,2025-08-09,2025-03-13,Not a Fit,AWS/Azure Co-sell,2025-03-13,2025-03-13 17:00:00
OPP-1014,Olympia Energy - Identity & Access Management,ACC-10037,OLYMPIA ENERGY LTD,Tom Barker,Cybersecurity,Identity & Access Management,closed lost,0,175100,,2024-11-08,2025-04-10,2025-01-04,No Decision / Stalled,Existing Customer (Upsell),2025-01-04,2025-01-04 17:00:00
OPP-1100,Isola Freight - SAP S/4HANA Implementation,ACC-10017,ISOLA FREIGHT AG,Lena Fischer,ERP & Apps,SAP S/4HANA Implementation,Closed Lost,0%,"€1,138,000",EUR,2024-11-27,2025-04-23,2025-02-11,,Partner Referral,2025-02-11,2025-02-11 17:00:00
OPP-1111,Vektor Finance - Application Support,ACC-10392,Vektor Finance SAS,Camille Bernard,ERP and Business Applications,Application Support,closed lost,0,243 000,EUR,2024-11-30,2025-02-28,2025-02-07,No Budget,Upsell,2025-02-07,2025-02-07 17:00:00
OPP-1020,Meridian Agency - SAP S/4HANA Implementation,ACC-10424,Meridian Agency SA,Camille Bernard,ERP & Business Apps,SAP S/4HANA Implementation,Closed - Lost,0,492500,EUR,2024-11-09,2025-05-10,2024-12-05,Not a Fit,Partner Referral,2024-12-05,2024-12-05 17:00:00
OPP-1000,Dunmore Medical - Cloud Migration,ACC-10024,Dunmore Medical Ltd,Oliver Hughes,Cloud & Infrastructure,Cloud Migration,Lost,0,511800,GBP,2024-11-05,2025-04-01,2024-12-29,Budget,Partner,2024-12-29,2024-12-29 17:00:00
OPP-1004,Aurora Broadcast - Security Assessment,ACC-10259,Aurora Broadcast S.L.,"Ferreira, Isabel",Cybersecurity,Security Assessment,Won,100,33500,eur,2024-11-06,2025-03-08,2025-05-09,,Hyperscaler Co-sell,2025-05-09,2025-05-09 17:00:00
OPP-994,Delta Medical - Analytics & BI,ACC-10016,Delta Medical Ltd,Ethan Clarke,Data and AI,Analytics & BI,Closed Won,100,47800,GBP,2024-11-04,2025-04-28,2025-09-03,,Hyperscaler Co-sell,2025-09-03,2025-09-03 17:00:00
OPP-1081,Isola Industries - Identity & Access Management,ACC-10122,Isola Industries Ltd,Tom Barker,cybersecurity,Identity & Access Management,Closed Lost,0,"95,500.00",EUR,2024-11-23,2025-03-04,2024-12-14,No Budget,Partner Referral,2024-12-14,2024-12-14 17:00:00
OPP-1048,Solvik Agency - Data Platform Modernisation,ACC-10611,SOLVIK AGENCY S.P.A.,Marco Rossi,Data & AI,Data Platform Modernisation,Won,100,1240000,eur,2024-11-18,2025-09-14,30/08/2025,,Event / Webinar,2025-08-30,2025-08-30 17:00:00
OPP-1045,Karlsson Precision - SAP S/4HANA Implementation,ACC-10068,Karlsson Precision SE,Julia Hoffmann,ERP & Business Apps,SAP S/4HANA Implementation,5 - Closed Won,100,442000,eur,2024-11-17,2025-04-13,2025-03-01,,Event / Webinar,2025-03-01,2025-03-01 17:00:00
OPP-1030,Harbour Finance - Security Assessment,ACC-10243,Harbour Finance plc,Tom Barker,Cyber Security,Security Assessment,Closed Lost,0,"68,500.00",GBP,2024-11-12,2025-02-16,2025-02-10,No Decision / Stalled,Outbound - SDR,2025-02-10,2025-02-10 17:00:00
OPP-1110,Estrella Invest - DevOps & Platform Engineering,ACC-10088,Estrella Invest Ltd,Oliver Hughes,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0,"€47,000",EUR,2024-11-30,2025-03-25,2025-02-18,No fit,Inbound - Website,2025-02-18,2025-02-18 17:13:40
OPP-1108,Jadeport Logistics - Security Assessment,ACC-10501,Jadeport Logistics S.A.,Sara Andersson,cybersecurity,Security Assessment,Negotiation,95,62000,EUR,2024-11-30,2025-03-20,,,Inbound - Website,2025-04-22,2025-04-20 02:04:13
OPP-1029,Harbour Automotive - Application Support,ACC-10353,Harbour Automotive S.L.,Paolo Conti,ERP & Business Apps,Application Support,Closed Lost,0,165000,€,2024-11-11,22/03/2025,2025-01-08,Not qualified,Event,2025-01-08,2025-01-08 21:39:23
OPP-1097,Lindholm Telecom - Security Assessment,ACC-10565,Lindholm Telecom S.r.l.,Isabel Ferreira  ,Cybersecurity,Security Assessment,Closed - Lost,0,"79,000.00",EUR,2024-11-27,2025-02-25,2025-03-29,,Inbound - Website,2025-03-29,2025-03-29 17:00:00
OPP-1099,Gallway Consumer - Salesforce Implementation,ACC-10513,Gallway Consumer Ltd,Grace Thompson,ERP & Business Apps,Salesforce Implementation,Closed Won,100,318500,GBP,2024-11-27,2025-04-01,14/02/2025,,Outbound - SDR,2025-02-14,2025-02-14 17:00:00
OPP-1057,Isola Freight - Data Platform Modernisation,ACC-10017,Isola Freight AG,Anna Müller,Data & AI,Data Platform Modernisation,Closed - Lost,0,885000,EUR,2024-11-20,2025-01-31,2025-04-04,Price,Inbound - Website,2025-04-04,2025-04-04 17:00:00
OPP-1104,Vektor Finance - Managed Cloud Services,ACC-10392,Vektor Finance SAS,Chloé Martin,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0%,100000,EUR,2024-11-28,2025-05-05,2025-03-19,,Existing Customer,2025-03-19,2025-03-19 23:20:36
OPP-1087,Danubia Clinics - Security Assessment,ACC-10517,Danubia Clinics Oyj,sara andersson,Cybersecurity,Security Assessment,Closed Lost,0%,"16,000.00",EUR,2024-11-25,2025-04-22,19/12/2024,No Budget,Event / Webinar,2024-12-19,2024-12-19 17:00:00
OPP-1026,Zentra Motorenwerk - AI & GenAI Solutions,ACC-10272,Zentra Motorenwerk S.A.,Katarzyna Nowak,Data & AI,AI & GenAI Solutions,Closed Lost,0%,499200,PLN,2024-11-11,2025-04-13,2024-12-15,Budget,Event,2024-12-15,2024-12-15 19:55:18
OPP-1005,Fontaine Broadcast - DevOps & Platform Engineering,ACC-10106,Fontaine Broadcast SAS,Chloé Martin,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0%,26000,EUR,2024-11-06,2025-02-24,2024-12-01,No Decision / Stalled,Hyperscaler Co-sell,2024-12-01,2024-12-01 17:00:00
OPP-1090,Lumen Capital - AI & GenAI Solutions,ACC-10476,Lumen Capital S.A.,Katarzyna Nowak,DATA & AI,AI & GenAI Solutions,closed lost,0,354600,PLN,2024-11-26,2025-03-30,2025-03-25,No Budget,Outbound - SDR,2025-03-25,2025-03-25 20:16:30
OPP-1038,Castellan Energy - Managed SOC,ACC-10675,CASTELLAN ENERGY SA,David Moreau,Cybersecurity,Managed SOC,Closed Lost,0,987500,EUR,2024-11-15,2025-06-02,2025-05-21,No decision,Upsell,2025-05-21,2025-05-21 17:00:00
OPP-1106,Castellan Grid - Cloud Migration,ACC-10568,Castellan Grid B.V.,pieter janssens,Cloud & Infrastructure,Cloud Migration,Won,100,"341,500.00",EUR,2024-11-29,2025-04-28,2025-02-21,,Hyperscaler Co-sell,2025-02-21,2025-02-21 17:00:00
OPP-1009,Falkner Finance - Identity & Access Management,ACC-10523,Falkner Finance AB,Sara Andersson,Cybersecurity,Identity & Access Management,closed lost,0,1271600,SEK,2024-11-07,2025-02-19,2024-12-21,Not qualified,Inbound - Website,2024-12-21,2024-12-21 17:00:00
OPP-1015,Kronberg Stores - Security Assessment,ACC-10114,Kronberg Stores S.p.A.,Isabel Ferreira,Cyber Security,Security Assessment,closed lost,0,61000,EUR,2024-11-09,2025-01-19,2025-02-25,Scope Reduced / In-house,Website,2025-02-25,2025-02-25 17:00:00
OPP-1075,Isola Mobility - Analytics & BI,ACC-10726,Isola Mobility B.V.,Emma de Vries  ,Data & AI,Analytics & BI,Lost,0,"144,000.00",EUR,2024-11-22,2025-02-17,2025-01-28,Not a Fit,Event / Webinar,2025-01-28,2025-01-28 17:00:00
OPP-1015,Kronberg Stores - Security Assessment,ACC-10114,Kronberg Stores S.p.A.,I. Ferreira,Cybersecurity,Security Assessment,Proposal,85,"€61,000",EUR,2024-11-09,2025-01-19,,,Website,2025-02-25,2025-02-21 05:43:04
OPP-1095,Helvetia Brands - AI & GenAI Solutions,ACC-10198,Helvetia Brands SA,Hugo Laurent,Data & AI,AI & GenAI Solutions,Closed - Lost,0%,141500,EUR,2024-11-26,2025-01-18,2025-01-11,Not a Fit,Event,2025-01-11,2025-01-11 17:57:38
OPP-1085,Riviera Automotive - Managed Cloud Services,ACC-10712,Riviera Automotive SE,Lukas Schneider,Cloud & Infrastructure,Managed Cloud Services,Lost,0%,"€530,000",EUR,2024-11-24,2025-03-24,2025-06-02,,Outbound - SDR,2025-06-02,2025-06-02 17:00:00
OPP-1011,Noord Authority - Data Platform Modernisation,ACC-10427,Noord Authority plc,Niamh Walsh,Data & AI,Data Platform Modernisation,Closed Lost,0%,133 700,GBP,2024-11-08,2025-07-08,2025-01-08,No Budget,Webinar,2025-01-08,2025-01-08 17:00:00
OPP-1039,Harbour Biotech - Analytics & BI,ACC-10065,Harbour Biotech SE,"Müller, Anna",Data & AI,Analytics & BI,proposal/quote,80,66000,EUR,2024-11-15,2025-04-23,,,Inbound - Website,10/06/2025,2025-06-06 03:57:08
OPP-995,Moselle Finance - DevOps & Platform Engineering,ACC-10328,MOSELLE FINANCE N.V.,Pieter Janssens,Cloud & Infrastructure,DevOps & Platform Engineering,closed won,100,38000,EUR,2024-11-04,2025-03-04,2025-03-08,,Outbound - SDR,2025-03-08,2025-03-08 17:00:00
OPP-1050,Lindholm Components - Managed Cloud Services,ACC-10154,Lindholm Components AG,Lukas Schneider,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0,671500,EUR,2024-11-18,2025-03-05,2025-01-12,No Budget,Partner Referral,2025-01-12,2025-01-12 17:00:00
OPP-1013,Aurora Broadcast - Application Support,ACC-10259,Aurora Broadcast S.L.,Paolo Conti,ERP & Business Apps,Application Support,Closed Lost,0%,337500,EUR,2024-11-08,2025-06-17,2025-01-31,In-house,Event / Webinar,2025-01-31,2025-01-31 17:00:00
OPP-985,Ysolde Motorenwerk - AI & GenAI Solutions,ACC-10346,Ysolde Motorenwerk ASA,Mikael Lindqvist,Data&AI,AI & GenAI Solutions,Closed Lost,0,2567800,NOK,2024-11-01,2024-12-19,2024-11-28,,Existing Customer (Upsell),2024-11-28,2024-11-28 17:00:00
OPP-1002,Riviera Shipping - Security Assessment,ACC-10228,Riviera Shipping GmbH,"Wagner, Felix",Cybersecurity,Security Assessment,closed lost,0,"€68,500",EUR,2024-11-05,2025-02-28,2024-11-17,Not a Fit,Outbound - SDR,2024-11-17,2024-11-17 18:43:09
OPP-1092,Borealis Connect - Analytics & BI,ACC-10129,Borealis Connect B.V.,"de Vries, Emma",Data & AI,Analytics & BI,Closed Lost,0%,43000,EUR,2024-11-26,2025-01-24,2025-01-04,,Event / Webinar,2025-01-04,2025-01-04 18:41:11
OPP-1088,Valora Transport - AI & GenAI Solutions,ACC-10436,Valora Transport N.V.,emma de vries,Data & AI,AI & GenAI Solutions,Won,100,97500,EUR,2024-11-25,2025-04-04,2025-03-22,,Website,2025-03-22,2025-03-22 23:17:23
OPP-1042,Delta Authority - Managed Cloud Services,ACC-10680,Delta Authority plc,Oliver Hughes,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0,1016000,GBP,2024-11-17,2025-04-10,2024-12-29,No Budget,Inbound - Website,2024-12-29,2024-12-29 17:00:00
OPP-988,Solvik Brands - Managed SOC,ACC-10097,Solvik Brands Lda,Isabel Ferreira,Cybersecurity,Managed SOC,Closed Lost,0,183500.00,EUR,2024-11-02,2025-03-18,2024-11-02,No Decision / Stalled,Outbound - SDR,2024-11-02,2024-11-02 23:23:30
OPP-1102,Novara Automotive - Managed SOC,ACC-10193,Novara Automotive plc,"Barker, Tom",cybersecurity,Managed SOC,Closed Lost,0%,164100,GBP,2024-11-28,2025-02-18,2025-09-05,In-house,Existing Customer (Upsell),2025-09-05,2025-09-05 17:00:00
OPP-1060,Elbe Power - AI & GenAI Solutions,ACC-10004,Elbe Power S.A.,Marco Rossi,Data & AI,AI & GenAI Solutions,Closed Won,100,136500,EUR,2024-11-20,2025-03-10,2025-05-08,,Partner Referral,2025-05-08,2025-05-08 17:00:00
OPP-1082,Falkner Broadcast - Managed Cloud Services,ACC-10603,Falkner Broadcast SA,Lukas Schneider,Cloud & Infrastructure,Managed Cloud Services,Closed Won,100,134400,CHF,2024-11-23,2025-03-13,2025-03-07,,Outbound - SDR,2025-03-07,2025-03-07 17:00:00
OPP-1012,Isola Capital - SAP S/4HANA Implementation,ACC-10118,Isola Capital Ltd,grace thompson,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0,532500,GBP,2024-11-08,2025-03-02,2024-12-08,No fit,Existing Customer,08/12/2024,2024-12-08 17:00:00
OPP-1080,Granite Assurance - DevOps & Platform Engineering,ACC-10270,Granite Assurance Ltd,Oliver Hughes,Cloud & Infrastructure,DevOps & Platform Engineering,Lost,0%,101900,GBP,2024-11-23,2025-04-24,2025-03-17,Price,Outbound,17/03/2025,2025-03-17 17:00:00
OPP-989,Meridian Renewables - Security Assessment,ACC-10140,Meridian Renewables Ltd,Tom Barker,Cyber,Security Assessment,Won,100%,85400,GBP,2024-11-03,2025-04-07,2025-01-10,,Inbound - Website,2025-01-10,2025-01-10 17:21:08
OPP-1089,Kronberg Health - Application Support,ACC-10428,KRONBERG HEALTH GMBH,Lena Fischer,ERP & Business Apps,Application Support,Closed - Lost,,587500,EUR,2024-11-25,2025-05-20,2025-01-05,No Decision / Stalled,Hyperscaler Co-sell,2025-01-05,2025-01-05 21:12:02
OPP-1021,Lumen Utilities - Analytics & BI,ACC-10063,Lumen Utilities Oy,Mikael Lindqvist,Data & AI,Analytics & BI,closed lost,0%,"114,000.00",EUR,2024-11-09,2024-12-18,2024-11-15,Budget,AWS/Azure Co-sell,2024-11-15,2024-11-15 17:00:00
OPP-1091,Valora Industries - Analytics & BI,ACC-10728,Valora Industries S.A.,Katarzyna Nowak,DATA & AI,Analytics & BI,5 - Closed Won,100,"124,800.00",PLN,2024-11-26,2025-04-25,,,Inbound - Website,03/07/2025,2025-07-03 17:00:00
OPP-998,Arcadia Municipal Services - SAP S/4HANA Implementation,ACC-10618,Arcadia Municipal Services Ltd,G. Thompson,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0,524100,GBP,2024-11-05,2025-05-16,2024-11-26,No decision,Inbound - Website,2024-11-26,2024-11-26 17:00:00
OPP-1039,Harbour Biotech - Analytics & BI,ACC-10065,Harbour Biotech SE,Anna Müller,Data & AI,Analytics & BI,Closed Lost,0,66000,EUR,2024-11-15,2025-04-23,2025-06-10,Lost to Competitor,Inbound - Website,2025-06-10,2025-06-10 17:00:00
OPP-1094,Marisol Automotive - Identity & Access Management,ACC-10053,Marisol Automotive Ltd,Tom Barker,Cybersecurity,Identity & Access Management,5 - Closed Won,100,119700.00,GBP,2024-11-26,2025-02-21,2025-02-16,,Outbound,2025-02-16,2025-02-16 17:00:00
OPP-1101,Quadra Industries - Data Platform Modernisation,ACC-10086,Quadra Industries AG,Anna Müller,Data & AI,,Closed Won,100,222000,EUR,2024-11-28,2025-04-14,2026-07-20,,Inbound - Website,2026-07-20,2026-07-20 17:00:00
OPP-990001,TEST - please ignore,ACC-00000,ACME Test Account,CRM Admin,Data&AI,AI & GenAI Solutions,Closed Lost,0,1,NOK,2024-11-01,2024-12-19,2024-11-28,,Existing Customer (Upsell),2024-11-28,2024-11-28 17:00:00
OPP-986,Saxon Foods - Salesforce Implementation,ACC-10522,Saxon Foods GmbH,Lena Fischer,ERP and Business Applications,Salesforce Implementation,Closed - Lost,0,"€131,000",EUR,2024-11-01,2025-01-21,2025-01-20,No Decision / Stalled,Outbound - SDR,2025-01-20,2025-01-20 17:00:00
OPP-1065,Juniper Retail - Analytics & BI,ACC-10197,Juniper Retail SA,Hugo Laurent,Data and AI,Analytics & BI,Closed - Lost,0,"€166,000",eur,2024-11-21,2025-04-08,2025-01-26,Not a Fit,AWS/Azure Co-sell,2025-01-26,2025-01-26 17:00:00
OPP-1035,Isola Broadcast - Analytics & BI,ACC-10215,Isola Broadcast plc,"Walsh, Niamh",Data & AI,Analytics & BI,Closed Lost,0,33000,GBP,2024-11-14,2025-03-13,2025-02-18,No Decision / Stalled,Inbound - Website,2025-02-18,2025-02-18 17:00:00
OPP-1008,Alpenkraft Finance - Managed Cloud Services,ACC-10738,Alpenkraft Finance SA,Chloé Martin,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0,"324,000.00",EUR,2024-11-07,2025-04-14,27/03/2025,PRICE,Outbound,2025-03-27,2025-03-27 18:34:00
OPP-1070,Stellaris Biotech - AI & GenAI Solutions,ACC-10478,Stellaris Biotech Ltd,Ethan Clarke,Data & AI,AI & GenAI Solutions,Closed Won,100%,129400,GBP,2024-11-21,2025-03-30,2025-06-01,,Inbound - Website,2025-06-01,2025-06-01 17:32:54
OPP-1107,Arcadia Clinics - Analytics & BI,ACC-10528,Arcadia Clinics S.A.,Marco Rossi,Data & AI,Analytics & BI,Closed Won,100,"€32,500",EUR,2024-11-29,2025-05-19,2025-06-20,,Hyperscaler Co-sell,2025-06-20,2025-06-20 17:00:00
OPP-1032,Falkner Finance - Data Platform Modernisation,ACC-10523,Falkner Finance AB,Mikael Lindqvist,Data & AI,Data Platform Modernisation,closed won,100,5 140 300,SEK,2024-11-13,2025-01-04,2025-04-14,,Partner Referral,2025-04-14,2025-04-14 17:00:00
OPP-1086,Brightwater Assurance - Salesforce Implementation,ACC-10410,Brightwater Assurance S.L.,Paolo Conti,ERP and Business Applications,Salesforce Implementation,5 - Closed Won,100,92000,EUR,2024-11-24,2025-04-25,2025-03-26,,Outbound - SDR,26/03/2025,2025-03-26 18:03:34
OPP-1024,Estrella Municipal Services - DevOps & Platform Engineering,ACC-10285,Estrella Municipal Services S.r.l.,"López, Mateo",CLOUD,DevOps & Platform Engineering,Closed Lost,0%,"422,500.00",EUR,2024-11-10,2025-09-26,2024-12-04,No Budget,Inbound - Website,2024-12-04,2024-12-04 17:00:00
OPP-1049,Dunmore Medical - Salesforce Implementation,ACC-10024,Dunmore Medical Ltd,Grace Thompson,ERP & Business Apps,Salesforce Implementation,Won,100,447100,GBP,2024-11-18,2025-01-27,2025-05-02,,Website,2025-05-02,2025-05-02 17:00:00
OPP-1068,Jadeport Foods - AI & GenAI Solutions,ACC-10157,Jadeport Foods plc,Ethan Clarke,Data & AI,AI & GenAI Solutions,Closed - Lost,0,128 600,GBP,2024-11-21,2025-03-19,2024-12-09,,Inbound - Website,2024-12-09,2024-12-09 17:00:00
OPP-1108,Jadeport Logistics - Security Assessment,ACC-10501,Jadeport Logistics S.A.,Sara Andersson,Cybersecurity,Security Assessment,Closed Won,100%,62000,€,2024-11-30,2025-03-20,2025-04-22,,Inbound - Website,2025-04-22,2025-04-22 17:00:00
OPP-1063,Delta Components - Application Support,ACC-10567,DELTA COMPONENTS SAS,Camille Bernard,ERP,Application Support,Lost,0,124 500,EUR,2024-11-20,2025-03-10,2024-12-30,No Budget,Existing Customer (Upsell),2024-12-30,2024-12-30 17:00:00
OPP-1026,Zentra Motorenwerk - AI & GenAI Solutions,ACC-10272,Zentra Motorenwerk S.A.,Katarzyna Nowak,Data & AI,AI & GenAI Solutions,Discovery,20,499200,PLN,2024-11-11,2025-04-13,,,Event / Webinar,2024-12-15,2024-12-14 01:16:39
OPP-1055,Westbrook Authority - Application Support,ACC-10612,Westbrook Authority A/S,Sven Johansson,ERP & Business Apps,Application Support,Closed Won,100,2089200,DKK,2024-11-20,2025-04-06,2025-06-24,,Co-sell,2025-06-24,2025-06-24 22:45:09
OPP-1043,Moselle Capital - Identity & Access Management,ACC-10609,Moselle Capital N.V.,Sara Andersson,Cybersecurity,Identity & Access Management,Closed Lost,0,104000,EUR,2024-11-17,2025-03-08,2025-09-17,Not a Fit,Outbound,2025-09-17,2025-09-17 17:00:00
OPP-1016,Tamsin Grid - Application Support,ACC-10192,Tamsin Grid Ltd,Grace Thompson,ERP & Business Apps,,Lost,0,"69,800.00",GBP,2024-11-09,2025-01-28,2025-01-28,Lost to Competitor,Hyperscaler Co-sell,2025-01-28,2025-01-28 17:00:00
OPP-1008,Alpenkraft Finance - Managed Cloud Services,ACC-10738,Alpenkraft Finance SA,Chloé Martin,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0,"324,000.00",EUR,2024-11-07,2025-04-14,27/03/2025,PRICE,Outbound,2025-03-27,2025-03-27 18:34:00
OPP-1072,Vistula Consumer - Analytics & BI,ACC-10299,Vistula Consumer plc,Ethan Clarke,Data & AI,Analytics & BI,Closed Lost,0%,120100,GBP,2024-11-22,2025-01-28,2024-12-14,No Budget,Partner,2024-12-14,2024-12-14 19:33:10
OPP-1105,Stellaris Bank - Cloud Migration,ACC-10566,STELLARIS BANK AG,Lukas Schneider,Cloud & Infrastructure,Cloud Migration,Closed Won,100,92500,CHF,2024-11-29,2025-06-12,2025-03-13,,Co-sell,2025-03-13,2025-03-13 17:00:00
OPP-1084,Riviera Assurance - Managed SOC,ACC-10400,Riviera Assurance A/S,Sara Andersson,Cybersecurity,Managed SOC,Closed Won,100%,1351100,DKK,2024-11-24,2025-02-26,2025-01-19,,Partner Referral,2025-01-19,2025-01-19 17:00:00
OPP-997,Solvik Motorenwerk - Managed Cloud Services,ACC-10261,Solvik Motorenwerk B.V.,Pieter Janssens,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0,128000,EUR,2024-11-05,2025-04-10,2024-11-09,no budget,Hyperscaler Co-sell,2024-11-09,2024-11-09 19:48:55
OPP-1078,Tamsin Authority - Managed Cloud Services,ACC-10143,Tamsin Authority S.à r.l.,Pieter Janssens,Cloud & Infrastructure,Managed Cloud Services,Closed Won,100,350 500,EUR,2024-11-23,2025-04-14,2025-12-14,,Inbound - Website,2025-12-14,2025-12-14 21:41:15
OPP-1066,Meridian Agency - SAP S/4HANA Implementation,ACC-10424,Meridian Agency SA,Camille Bernard,ERP & Business Apps,SAP S/4HANA Implementation,Closed - Lost,0,1 090 000,EUR,2024-11-21,2025-08-09,2025-04-30,No Budget,Hyperscaler Co-sell,2025-04-30,2025-04-30 17:16:58
OPP-1001,Isola Renewables - DevOps & Platform Engineering,ACC-10643,Isola Renewables A/S,freja nielsen,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Won,100,389800,DKK,2024-11-05,2025-02-19,2025-02-16,,Partner Referral,2025-02-16,2025-02-16 17:00:00
OPP-1064,Gallway Assurance - Data Platform Modernisation,ACC-10505,Gallway Assurance Ltd,Niamh Walsh,Data&AI,Data Platform Modernisation,Closed Lost,0,176800,GBP,2024-11-20,2025-04-10,2025-03-09,No Budget,Event / Webinar,2025-03-09,2025-03-09 17:00:00
