Opportunity ID,Opportunity Name,Account ID,Account Name,Opportunity Owner,Department,Service Line,Stage,Probability (%),Amount,Currency,Created Date,Expected Close Date,Actual Close Date,Loss Reason,Lead Source,Last Activity Date,Last Modified
OPP-1982,Juniper Precision - Cloud Migration,ACC-10419,Juniper Precision Ltd,Oliver Hughes,Cloud & Infrastructure,Cloud Migration,Closed Lost,0,296700,GBP,2025-05-22,2025-09-16,2025-10-23,,Hyperscaler Co-sell,2025-10-23,2025-10-23 18:39:33
OPP-1907,Bergmann Invest - DevOps & Platform Engineering,ACC-10216,Bergmann Invest SA,chloé martin,Cloud & Infra,,Closed Lost,0,172500,,2025-05-09,2026-03-11,2025-09-30,No Budget,Referral,2025-09-30,2025-09-30 17:00:00
OPP-1881,Granite Invest - Identity & Access Management,ACC-10691,Granite Invest Ltd,Tom Barker,Cybersecurity,Identity & Access Management,Lost,0,403 500,EUR,2025-05-04,2025-10-08,2025-07-21,No decision,Inbound,2025-07-21,2025-07-21 17:00:00
OPP-1900,Westbrook Authority - Application Support,ACC-10612,Westbrook Authority A/S,Sven Johansson,ERP,Application Support,Lost,0%,4722500,DKK,2025-05-07,2025-10-03,2025-05-25,No Decision / Stalled,Existing Customer (Upsell),2025-05-25,2025-05-25 17:00:00
OPP-1897,Tamsin Precision - Cloud Migration,ACC-10126,Tamsin Precision SAS,Chloé Martin  ,Cloud & Infrastructure,Cloud Migration,Closed Lost,0,252000,EUR,2025-05-06,2025-09-18,2025-06-03,Not a Fit,Partner Referral,2025-06-03,2025-06-03 20:07:06
OPP-1876,Corvina Industries - Data Platform Modernisation,ACC-10544,Corvina Industries N.V.,E. de Vries,DATA & AI,Data Platform Modernisation,5 - Closed Won,100,412500,EUR,2025-05-02,2025-08-01,,,Event / Webinar,2025-10-23,2025-10-23 17:00:00
OPP-1889,Ysolde Renewables - Managed Cloud Services,ACC-10102,Ysolde Renewables Oyj,Freja Nielsen,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0,"€690,500",EUR,2025-05-05,2025-06-21,2025-07-14,Price,Outbound - SDR,2025-07-14,2025-07-14 17:00:00
OPP-1915,Fjordline Broadcast - Security Assessment,ACC-10256,Fjordline Broadcast SAS,David Moreau,Cybersecurity,Security Assessment,Closed Lost,0%,"94,000.00",EUR,2025-05-09,2025-08-08,2025-09-04,Lost to Competitor,SDR,2025-09-04,2025-09-04 18:31:56
OPP-1920,Invicta Agency - Managed SOC,ACC-10352,Invicta Agency Oyj,Sara Andersson,Cyber,Managed SOC,Closed Won,100%,"€575,000",eur,2025-05-10,2025-08-25,2026-03-27,,Upsell,2026-03-27,2026-03-27 23:06:48
OPP-1963,Tauern Biotech - Salesforce Implementation,ACC-10449,Tauern Biotech NV,Lena Fischer,ERP and Business Applications,Salesforce Implementation,Closed Lost,0%,74000.00,eur,2025-05-19,2025-08-19,03/07/2025,,Hyperscaler Co-sell,2025-07-03,2025-07-03 17:00:00
OPP-1901,Lindholm Public Services - Analytics & BI,ACC-10644,Lindholm Public Services DAC,Ethan Clarke  ,Data & AI,Analytics & BI,Closed Won,100,78500,EUR,2025-05-07,2025-11-16,2025-11-08,,Outbound - SDR,2025-11-08,2025-11-08 17:00:00
OPP-1887,Moselle Agency - Salesforce Implementation,ACC-10288,Moselle Agency S.p.A.,Paolo Conti,ERP & Business Apps,Salesforce Implementation,Closed Lost,,"116,500.00",EUR,2025-05-05,2025-12-28,2025-07-04,,Webinar,2025-07-04,2025-07-04 17:00:00
OPP-1921,Ysolde Brands - Identity & Access Management,ACC-10673,Ysolde Brands Lda,Isabel Ferreira,Cybersecurity,Identity & Access Management,Closed Lost,0%,412500,EUR,2025-05-11,2025-09-06,2025-06-18,Not a Fit,Hyperscaler Co-sell,2025-06-18,2025-06-18 17:00:00
OPP-1953,Cygnus Components - AI & GenAI Solutions,ACC-10677,CYGNUS COMPONENTS PLC,Niamh Walsh,DATA & AI,AI & GenAI Solutions,Closed Lost,0,125000,GBP,2025-05-17,2025-10-21,2025-06-28,no budget,Partner Referral,2025-06-28,2025-06-28 17:00:00
OPP-2024,Ysolde Mobility - AI & GenAI Solutions,ACC-10208,Ysolde Mobility SE,Anna Müller,Data and AI,AI & GenAI Solutions,Closed Won,100,301500,EUR,2025-05-30,2025-08-03,2025-11-12,,Partner Referral,2025-11-12,2025-11-12 17:00:00
OPP-1902,Polaris Finance - SAP S/4HANA Implementation,ACC-10671,Polaris Finance GmbH,Julia Hoffmann,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0%,"581,000.00",EUR,2025-05-07,2025-11-02,2025-05-25,Not qualified,Hyperscaler Co-sell,2025-05-25,2025-05-25 17:00:00
OPP-2028,Tamsin Foods - Identity & Access Management,ACC-10026,Tamsin Foods AG,Felix Wagner,Cybersecurity,Identity & Access Management,closed lost,0,42000,EUR,2025-05-31,2025-09-16,2025-07-25,No Budget,Existing Customer (Upsell),2025-07-25,2025-07-25 17:00:00
OPP-1885,Rhein Media - Salesforce Implementation,ACC-19007,Rhein Media GmbH,julia hoffmann,ERP & Business Apps,Salesforce Implementation,Closed Won,,203000,EUR,2025-05-05,2025-07-21,2025-08-26,,Outbound - SDR,2025-08-26,2025-08-26 22:34:59
OPP-1932,Vektor Health - Salesforce Implementation,ACC-10297,Vektor Health GmbH,Julia Hoffmann,ERP & Business Apps,Salesforce Implementation,Closed Lost,0,176000,EUR,2025-05-13,2025-10-04,2025-08-01,Not a Fit,Partner Referral,2025-08-01,2025-08-01 21:37:21
OPP-2009,Jadeport Energy - Analytics & BI,ACC-10041,Jadeport Energy S.p.A.,Marco Rossi,Data and AI,Analytics & BI,Closed Lost,0,38500,EUR,2025-05-27,2026-02-14,2025-06-23,Stalled,Event / Webinar,2025-06-23,2025-06-23 21:07:34
OPP-1872,Isola Motorenwerk - Managed Cloud Services,ACC-10180,Isola Motorenwerk S.r.l.,Mateo López,Cloud & Infrastructure,Managed Cloud Services,closed lost,0,40500,EUR,2025-05-01,2025-11-20,2025-09-14,Timing / Postponed,Partner Referral,2025-09-14,2025-09-14 17:00:00
OPP-2008,Bergmann Logistics - Application Support,ACC-10533,Bergmann Logistics AG,Julia Hoffmann,ERP & Business Apps,,Lost,0%,158000,eur,2025-05-27,2025-10-26,2025-06-21,,Existing Customer,2025-06-21,2025-06-21 17:00:00
OPP-2012,Meridian Grid - Analytics & BI,ACC-10558,Meridian Grid AB,Mikael Lindqvist  ,Data & AI,Analytics & BI,Closed Won,100%,"SEK 1,843,500",SEK,2025-05-28,2025-07-26,2025-08-11,,Existing Customer (Upsell),2025-08-11,2025-08-11 17:00:00
OPP-1922,Riviera Capital - Analytics & BI,ACC-10103,Riviera Capital S.L.,Marco Rossi,Data & AI,Analytics & BI,Lost,0%,37500.00,EUR,2025-05-12,2025-12-06,2025-07-03,No Decision / Stalled,Hyperscaler Co-sell,2025-07-03,2025-07-03 17:00:00
OPP-2026,Westbrook Power - Application Support,ACC-10417,Westbrook Power SA,Camille Bernard,ERP & Business Apps,Application Support,closed lost,0,352500,EUR,2025-05-31,2025-08-31,17/07/2025,No Decision / Stalled,Partner,2025-07-17,2025-07-17 17:00:00
OPP-1964,Aurora Stores - DevOps & Platform Engineering,ACC-10276,Aurora Stores S.r.l.,Mateo López,Cloud and Infrastructure,DevOps & Platform Engineering,Closed Lost,0,201500,EUR,19/05/2025,2026-01-01,2025-06-04,No Budget,Outbound,2025-06-04,2025-06-04 17:00:00
OPP-1985,Polaris Brands - AI & GenAI Solutions,ACC-10438,Polaris Brands Ltd,Ethan Clarke,Data & AI,AI & GenAI Solutions,Closed Lost,0%,31900,GBP,2025-05-22,2025-08-03,2025-06-05,No Decision / Stalled,Partner Referral,2025-06-05,2025-06-05 17:00:00
OPP-1878,Wexford Bank - Identity & Access Management,ACC-10372,WEXFORD BANK S.A.,Isabel Ferreira,Cybersecurity,Identity & Access Management,Proposal,95%,119000,EUR,2025-05-03,2026-02-17,,,Website,2026-08-10,2026-08-10 17:00:00
OPP-1870,Moselle Brands - Security Assessment,ACC-10441,Moselle Brands SA,David Moreau,Cybersecurity,Security Assessment,Closed - Lost,0,48000,EUR,2025-05-01,2025-08-16,05/06/2025,No Decision / Stalled,Partner Referral,2025-06-05,2025-06-05 17:00:00
OPP-1918,Orion Health - Salesforce Implementation,ACC-10244,Orion Health s.r.o.,Lena Fischer,ERP & Apps,Salesforce Implementation,Lost,0,22810200,CZK,2025-05-10,2025-10-20,2025-10-26,No Decision / Stalled,Existing Customer (Upsell),2025-10-26,2025-10-26 17:00:00
OPP-1880,Invicta Shipping - Managed Cloud Services,ACC-10652,Invicta Shipping s.r.o.,"Novák, Tomáš",Cloud & Infrastructure,Managed Cloud Services,Closed Won,100,3780000,CZK,2025-05-03,2025-09-29,2026-03-09,,Outbound - SDR,2026-03-09,2026-03-09 17:00:00
OPP-1941,Zephyr Automotive - AI & GenAI Solutions,ACC-10165,Zephyr Automotive Lda,Marco Rossi,Data & AI,AI & GenAI Solutions,Closed Lost,0,110000,EUR,2025-05-15,2025-11-29,2025-07-10,No fit,Existing Customer (Upsell),2025-07-10,2025-07-10 17:00:00
OPP-1933,Orion Automotive - Application Support,ACC-10435,Orion Automotive S.A.,Paolo Conti,ERP & Business Apps,Application Support,5 - Closed Won,100,242000,EUR,2025-05-13,2025-11-22,2025-09-28,,Outbound - SDR,2025-09-28,2025-09-28 22:15:36
OPP-1989,Noord Assurance - AI & GenAI Solutions,ACC-10488,NOORD ASSURANCE S.A.,Katarzyna Nowak,Data & AI,AI & GenAI Solutions,Closed Won,100,734000,PLN,2025-05-24,2025-09-02,2025-09-18,,Inbound - Website,2025-09-18,2025-09-18 17:00:00
OPP-1968,Tauern Capital - SAP S/4HANA Implementation,ACC-10290,Tauern Capital AG,J. Hoffmann,ERP & Business Apps,SAP S/4HANA Implementation,5 - Closed Won,100%,2131000,EUR,2025-05-20,2025-10-06,2025-09-20,,Partner,2025-09-20,2025-09-20 17:00:00
OPP-1876,Corvina Industries - Data Platform Modernisation,ACC-10544,Corvina Industries N.V.,Emma de Vries,Data&AI,Data Platform Modernisation,Contracting,95,412500,EUR,2025-05-02,2025-08-01,,,Event / Webinar,2025-10-23,2025-10-18 05:21:27
OPP-1945,Arcadia Invest - AI & GenAI Solutions,ACC-10200,Arcadia Invest AB,Mikael Lindqvist,Data & AI,AI & GenAI Solutions,closed won,100,"88,500.00",EUR,2025-05-16,02/09/2025,2025-09-12,,Existing Customer,2025-09-12,2025-09-12 17:00:00
OPP-1994,Rhein Retail - Security Assessment,ACC-10081,Rhein Retail S.A.,Isabel Ferreira,Cybersecurity,Security Assessment,Closed Lost,0%,"44,500.00",EUR,2025-05-25,2025-11-05,2025-08-17,Scope Reduced / In-house,Event / Webinar,2025-08-17,2025-08-17 23:01:52
OPP-1923,Fontaine Finance - Managed SOC,ACC-10300,FONTAINE FINANCE AS,Sara Andersson,Cyber Security,Managed SOC,Closed Lost,0,6566500,NOK,2025-05-12,2025-10-16,2025-08-04,No fit,Hyperscaler Co-sell,2025-08-04,2025-08-04 18:15:00
OPP-1960,Aurora Stores - DevOps & Platform Engineering,ACC-10276,Aurora Stores S.r.l.,Mateo López,Cloud & Infrastructure,DevOps & Platform Engineering,5 - Closed Won,100,137000,EUR,2025-05-18,2025-10-20,2025-09-23,,Hyperscaler Co-sell,2025-09-23,2025-09-23 17:00:00
OPP-1886,Kronberg Connect - Managed SOC,ACC-10689,Kronberg Connect Ltd,Tom Barker,Cybersecurity,Managed SOC,Won,100,486300,GBP,2025-05-05,2025-06-21,2025-08-07,,Upsell,07/08/2025,2025-08-07 17:00:00
OPP-1980,Vektor Components - Salesforce Implementation,ACC-10756,Vektor Components SA,Camille Bernard,ERP & Business Apps,Salesforce Implementation,Closed Lost,0,"322,500.00",EUR,2025-05-22,2025-08-08,2025-06-23,No Decision / Stalled,Event,2025-06-23,2025-06-23 22:26:48
OPP-1946,Solvik Components - AI & GenAI Solutions,ACC-10594,Solvik Components SE,Anna Müller  ,Data & AI,AI & GenAI Solutions,Lost,0%,102000,EUR,2025-05-16,2025-08-16,2025-06-04,No Budget,SDR,2025-06-04,2025-06-04 17:00:00
OPP-1940,Delta Components - Identity & Access Management,ACC-10567,Delta Components SAS,David Moreau,Cybersecurity,Identity & Access Management,Won,100%,42000,eur,2025-05-15,2025-10-31,,,Existing Customer (Upsell),2025-09-07,2025-09-07 17:00:00
OPP-1894,Moselle Brands - SAP S/4HANA Implementation,ACC-10441,MOSELLE BRANDS SA,Camille Bernard,ERP,SAP S/4HANA Implementation,closed lost,0,645500.00,EUR,2025-05-06,2025-09-15,2025-06-14,Budget,Inbound - Website,2025-06-14,2025-06-14 17:00:00
OPP-1949,Baltica Retail - SAP S/4HANA Implementation,ACC-10080,BALTICA RETAIL SAS,Camille Bernard,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0%,"€490,000",EUR,2025-05-16,2025-08-26,2025-07-18,No Decision / Stalled,Existing Customer (Upsell),2025-07-18,2025-07-18 17:00:00
OPP-2010,Karlsson Medical - AI & GenAI Solutions,ACC-10160,Karlsson Medical plc,Niamh Walsh  ,Data & AI,AI & GenAI Solutions,Closed Lost,0,137200,GBP,2025-05-28,2025-10-19,2025-08-04,Not a Fit,Outbound - SDR,2025-08-04,2025-08-04 17:00:00
OPP-2018,Westbrook Capital - Analytics & BI,ACC-10321,Westbrook Capital S.A.,katarzyna nowak,Data & AI,Analytics & BI,closed won,100,355200,pln,2025-05-29,2025-11-07,2025-12-26,,Co-sell,2025-12-26,2025-12-26 17:00:00
OPP-2004,Kestrel Invest - AI & GenAI Solutions,ACC-10649,Kestrel Invest plc,Niamh Walsh,Data & AI,AI & GenAI Solutions,Closed Lost,0,38900,GBP,2025-05-26,2025-08-01,2025-09-12,No Decision / Stalled,Hyperscaler Co-sell,2025-09-12,2025-09-12 19:17:38
OPP-1925,Iberia Energy - Salesforce Implementation,ACC-10174,Iberia Energy SA,Lena Fischer,ERP & Business Apps,Salesforce Implementation,5 - Closed Won,100,138200,CHF,2025-05-12,2025-08-31,2025-10-06,,Partner Referral,2025-10-06,2025-10-06 17:00:00
OPP-1888,Novara Stores - Data Platform Modernisation,ACC-10059,Novara Stores Ltd,Ethan Clarke,Data&AI,Data Platform Modernisation,Lost,0,525200,GBP,2025-05-05,2025-11-17,2025-09-14,No Decision / Stalled,Partner Referral,2025-09-14,2025-09-14 17:00:00
OPP-1884,Elbe Bank - Application Support,ACC-10367,Elbe Bank SE,Julia Hoffmann  ,ERP & Apps,Application Support,Lost,0,223500,EUR,2025-05-04,2025-12-21,2025-06-04,No Decision / Stalled,Event,2025-06-04,2025-06-04 17:00:00
OPP-2006,Riviera Brands - SAP S/4HANA Implementation,ACC-10735,Riviera Brands N.V.,Lena Fischer,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0,471500,EUR,2025-05-27,2025-09-18,2025-06-08,No Decision / Stalled,Hyperscaler Co-sell,2025-06-08,2025-06-08 17:00:00
OPP-1935,Moselle Telecom - Security Assessment,ACC-10561,Moselle Telecom S.p.A.,Isabel Ferreira,Cybersecurity,Security Assessment,Won,100,37000,EUR,2025-05-13,2025-10-04,2025-09-21,,Partner Referral,2025-09-21,2025-09-21 17:00:00
OPP-1962,Solvik Consumer - Identity & Access Management,ACC-10633,Solvik Consumer SAS,David Moreau,cybersecurity,Identity & Access Management,Closed Lost,0%,370500,EUR,2025-05-19,2025-08-16,2025-06-26,Not qualified,Outbound - SDR,2025-06-26,2025-06-26 17:00:00
OPP-2022,Vektor Utilities - Managed Cloud Services,ACC-10466,Vektor Utilities ASA,F. Nielsen,Cloud & Infrastructure,Managed Cloud Services,Lost,0,1195600,NOK,2025-05-30,2025-08-05,2025-07-12,No Budget,Upsell,2025-07-12,2025-07-12 17:00:00
OPP-1995,Vektor Components - Identity & Access Management,ACC-10637,Vektor Components SA,David Moreau,Cybersecurity,Identity & Access Management,Closed Lost,0,40000,EUR,2025-05-25,2025-09-28,2025-10-02,No Decision / Stalled,Existing Customer (Upsell),2025-10-02,2025-10-02 17:00:00
OPP-1981,Moselle Utilities - Managed Cloud Services,ACC-10038,Moselle Utilities SAS,Chloé Martin,Cloud & Infrastructure,Managed Cloud Services,5 - Closed Won,100,110 500,EUR,2025-05-22,2025-10-23,2025-09-11,,Website,2025-09-11,2025-09-11 17:00:00
OPP-1966,Riviera Assurance - Analytics & BI,ACC-10400,RIVIERA ASSURANCE A/S,Mikael Lindqvist,Data&AI,Analytics & BI,Closed Won,100,1044900,DKK,2025-05-19,2025-11-13,2025-12-05,,Event / Webinar,2025-12-05,2025-12-05 17:00:00
OPP-1905,Danubia Precision - Identity & Access Management,ACC-10184,Danubia Precision S.L.,isabel ferreira,Cybersecurity,Identity & Access Management,Lost,0%,186500,EUR,2025-05-08,2025-11-14,2025-07-12,Stalled,Existing Customer (Upsell),2025-07-12,2025-07-12 17:00:00
OPP-1882,Corvina Finance - SAP S/4HANA Implementation,ACC-10093,Corvina Finance Oyj,Sven Johansson,ERP,SAP S/4HANA Implementation,Closed Won,100%,444500,EUR,2025-05-04,2025-06-14,2025-07-24,,Event,2025-07-24,2025-07-24 22:57:22
OPP-1942,Saxon Clinics - Security Assessment,ACC-10499,Saxon Clinics SA,"Moreau, David",Cyber,Security Assessment,Closed - Lost,0,69500,EUR,2025-05-15,2025-12-17,2025-10-24,No Decision / Stalled,Outbound - SDR,2025-10-24,2025-10-24 17:00:00
OPP-1979,Ysolde Industries - Salesforce Implementation,ACC-10035,Ysolde Industries AB,Sven Johansson,ERP & Business Apps,Salesforce Implementation,5 - Closed Won,100,"€260,500",EUR,2025-05-22,2025-09-09,2025-12-11,,AWS/Azure Co-sell,2025-12-11,2025-12-11 19:47:03
OPP-1869,Dunmore Automotive - DevOps & Platform Engineering,ACC-10316,Dunmore Automotive Ltd,Oliver Hughes,Cloud & Infrastructure,DevOps & Platform Engineering,Lost,0%,76900,GBP,2025-05-01,2025-06-18,11/07/2025,,Website,2025-07-11,2025-07-11 17:00:00
OPP-1928,Oakridge Retail - Cloud Migration,ACC-10380,OAKRIDGE RETAIL N.V.,Pieter Janssens,Cloud & Infra,Cloud Migration,5 - Closed Won,100,132500,EUR,2025-05-12,2025-09-09,2025-07-16,,Partner Referral,2025-07-16,2025-07-16 17:00:00
OPP-1930,Lusitania Retail - Managed SOC,ACC-10213,Lusitania Retail ApS,Sara Andersson  ,Cybersecurity,Managed SOC,Closed Lost,0,1924900,DKK,2025-05-13,2025-07-30,2025-05-29,No fit,Hyperscaler Co-sell,2025-05-29,2025-05-29 23:13:02
OPP-1983,Castellan Motorenwerk - Identity & Access Management,ACC-10645,Castellan Motorenwerk plc,Tom Barker,Cyber,Identity & Access Management,Closed - Lost,0,74700,GBP,2025-05-22,2025-09-21,2025-08-18,Not a Fit,Inbound - Website,2025-08-18,2025-08-18 17:00:00
OPP-1903,Dunmore Automotive - Security Assessment,ACC-10316,Dunmore Automotive Ltd,Tom Barker,Cybersecurity,Security Assessment,Closed Lost,0%,"32,300.00",GBP,2025-05-07,2025-09-29,2025-05-11,No Decision / Stalled,Existing Customer (Upsell),2025-05-11,2025-05-11 17:00:00
OPP-1911,Moselle Renewables - Cloud Migration,ACC-10223,Moselle Renewables SE,Lukas Schneider,Cloud & Infrastructure,Cloud Migration,Closed Won,100,134500,EUR,2025-05-09,2025-08-08,2026-05-05,,Event / Webinar,2026-05-05,2026-05-05 17:00:00
OPP-2014,Corvina Logistics - Identity & Access Management,ACC-10148,Corvina Logistics Ltd,Tom Barker,Cybersecurity,Identity & Access Management,5 - Closed Won,,70800,GBP,2025-05-28,2025-07-22,2025-11-06,,Event / Webinar,2025-11-06,2025-11-06 17:53:04
OPP-1976,Estrella Motorenwerk - Data Platform Modernisation,ACC-10542,Estrella Motorenwerk Ltd,Ethan Clarke,Data & AI,Data Platform Modernisation,Closed Lost,0,"234,200.00",GBP,2025-05-21,2025-06-26,2025-06-15,Not a Fit,Event / Webinar,15/06/2025,2025-06-15 17:00:00
OPP-1997,Invicta Logistics - Security Assessment,ACC-10657,Invicta Logistics plc,Tom Barker,Cyber Security,Security Assessment,Closed - Lost,0%,"51,600.00",GBP,2025-05-25,2025-07-25,2025-05-30,Not a Fit,Outbound - SDR,30/05/2025,2025-05-30 17:00:00
OPP-2020,Meridian Biotech - Analytics & BI,ACC-10532,Meridian Biotech Ltd,Ethan Clarke,Data & AI,Analytics & BI,closed lost,0,19700,gbp,2025-05-29,2025-11-22,2025-08-15,Not a Fit,Website,2025-08-15,2025-08-15 17:00:00
OPP-1931,Lindholm Energy - AI & GenAI Solutions,ACC-10296,Lindholm Energy SAS,Hugo Laurent,Data&AI,AI & GenAI Solutions,Closed Won,100,41000,EUR,2025-05-13,2025-07-28,2025-11-16,,Hyperscaler Co-sell,2025-11-16,2025-11-16 17:00:00
OPP-2016,Delta Telecom - Analytics & BI,ACC-10269,Delta Telecom Ltd,Ethan Clarke,Data and AI,Analytics & BI,Closed Lost,0,"40,200.00",GBP,2025-05-29,2025-11-11,2025-06-22,No Budget,Webinar,2025-06-22,2025-06-22 19:02:53
OPP-1961,Lusitania Health - Salesforce Implementation,ACC-10433,Lusitania Health SAS,camille bernard,ERP & Business Apps,Salesforce Implementation,Closed Won,100,73000,EUR,2025-05-19,2025-09-07,2025-10-23,,Existing Customer (Upsell),2025-10-23,2025-10-23 17:00:00
OPP-1998,Rhein Automotive - Data Platform Modernisation,ACC-10196,Rhein Automotive S.r.l.,Marco Rossi,Data & AI,Data Platform Modernisation,Closed Lost,0,"62,500.00",EUR,2025-05-26,25/09/2025,2025-12-23,Timing,Partner,2025-12-23,2025-12-23 17:00:00
OPP-1993,Meridian Freight - DevOps & Platform Engineering,ACC-10185,Meridian Freight SA,Chloé Martin,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0,"168,000.00",EUR,2025-05-24,21/10/2025,2025-08-12,No Decision / Stalled,Partner,2025-08-12,2025-08-12 17:00:00
OPP-1965,Castellan Components - AI & GenAI Solutions,ACC-10710,Castellan Components S.L.,Marco Rossi,Data & AI,AI & GenAI Solutions,Closed Lost,0,"213,500.00",EUR,2025-05-19,2025-10-20,2025-06-26,Not qualified,Inbound - Website,2025-06-26,2025-06-26 17:00:00
OPP-2021,Jadeport Invest - AI & GenAI Solutions,ACC-10720,Jadeport Invest Ltd,Niamh Walsh,Data & AI,AI & GenAI Solutions,closed lost,0,"£156,400",gbp,2025-05-30,2025-11-10,2025-07-01,No Decision / Stalled,Inbound,2025-07-01,2025-07-01 19:23:48
OPP-1891,Marisol Energy - Salesforce Implementation,ACC-10708,Marisol Energy AB,Sven Johansson,ERP,Salesforce Implementation,Closed - Lost,0%,4617400,SEK,2025-05-05,2025-08-16,2025-05-19,No Budget,Existing Customer (Upsell),2025-05-19,2025-05-19 17:00:00
OPP-1951,Granite Capital - Identity & Access Management,ACC-10725,Granite Capital S.A.,isabel ferreira,Cybersecurity,Identity & Access Management,Lost,0,310000,EUR,2025-05-16,2025-09-25,2025-12-09,Scope Reduced / In-house,Partner,2025-12-09,2025-12-09 18:22:33
OPP-2027,Meridian Freight - Security Assessment,ACC-10185,Meridian Freight SA,David Moreau,Cyber Security,Security Assessment,5 - Closed Won,100,91000,EUR,2025-05-31,2025-09-19,2026-01-02,,Existing Customer (Upsell),2026-01-02,2026-01-02 17:00:00
OPP-1879,Ysolde Components - Data Platform Modernisation,ACC-10408,Ysolde Components GmbH,Anna Müller,Data & AI,Data Platform Modernisation,Closed - Lost,0%,169000,EUR,2025-05-03,2025-10-10,2025-05-20,No Budget,Outbound - SDR,2025-05-20,2025-05-20 17:00:00
OPP-1909,Danubia Renewables - SAP S/4HANA Implementation,ACC-10446,DANUBIA RENEWABLES APS,Sven Johansson,ERP & Apps,SAP S/4HANA Implementation,5 - Closed Won,100,10 808 200,DKK,2025-05-09,2025-07-26,2025-07-16,,Inbound - Website,2025-07-16,2025-07-16 17:00:00
OPP-1906,Iberia Institute - Cloud Migration,ACC-10359,Iberia Institute Sp. z o.o.,Tomáš Novák,Cloud & Infrastructure,Cloud Migration,Closed Lost,0,544000,EUR,2025-05-09,2025-09-01,2025-09-09,In-house,Outbound - SDR,2025-09-09,2025-09-09 17:00:00
OPP-1875,Vektor Components - Cloud Migration,ACC-10637,Vektor Components SA,Chloé Martin,Cloud & Infrastructure,Cloud Migration,Closed Lost,0,190000,EUR,2025-05-02,2025-09-23,2025-09-22,,Hyperscaler Co-sell,2025-09-22,2025-09-22 17:00:00
OPP-2013,Meridian Freight - Data Platform Modernisation,ACC-10185,Meridian Freight SA,Hugo Laurent,Data and AI,Data Platform Modernisation,Closed Lost,0,300500,EUR,2025-05-28,2025-08-27,2025-06-11,No Decision / Stalled,Inbound,2025-06-11,2025-06-11 17:00:00
