Opportunity ID,Opportunity Name,Account ID,Account Name,Opportunity Owner,Department,Service Line,Stage,Probability (%),Amount,Currency,Created Date,Expected Close Date,Actual Close Date,Loss Reason,Lead Source,Last Activity Date,Last Modified
OPP-1408,Pionier Mobility - DevOps & Platform Engineering,ACC-10032,Pionier Mobility AG,lukas schneider,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0%,54 000,EUR,2025-01-29,2025-05-01,2025-03-24,Not a Fit,Outbound - SDR,2025-03-24,2025-03-24 17:00:00
OPP-1305,Granite Invest - Analytics & BI,ACC-10691,Granite Invest Ltd,N. Walsh,Data & AI,Analytics & BI,Closed Won,100,96500,EUR,2025-01-06,2025-04-20,2025-09-28,,Event,2025-09-28,2025-09-28 17:00:00
OPP-1401,Iberia Institute - Security Assessment,ACC-10359,Iberia Institute Sp. z o.o.,Jan Kowalski,Cybersecurity,Security Assessment,3 - Proposal,75%,490700,PLN,2025-01-27,2026-09-28,,,Event / Webinar,2026-09-05,2026-09-05 17:00:00
OPP-1290,Ysolde Renewables - Data Platform Modernisation,ACC-10102,Ysolde Renewables Oyj,Mikael Lindqvist,Data & AI,Data Platform Modernisation,closed lost,0,587500.00,EUR,2025-01-03,2025-03-30,2025-04-03,No Decision / Stalled,Event / Webinar,2025-04-03,2025-04-03 17:00:00
OPP-1379,Hansa Clinics - Data Platform Modernisation,ACC-10591,Hansa Clinics S.L.,Marco Rossi,Data & AI,Data Platform Modernisation,Lost,0,325000,eur,2025-01-24,2025-09-06,2025-02-26,,Partner Referral,26/02/2025,2025-02-26 17:00:00
OPP-1372,Castellan Industries - Cloud Migration,ACC-10123,Castellan Industries N.V.,Pieter Janssens,Cloud & Infra,Cloud Migration,closed lost,0,348500.00,EUR,2025-01-23,2025-05-03,2025-02-23,Budget,AWS/Azure Co-sell,2025-02-23,2025-02-23 17:00:00
OPP-1301,Lumen Components - Cloud Migration,ACC-10524,Lumen Components S.A.,Tomáš Novák,Cloud & Infra,Cloud Migration,Closed Won,100,685800.00,PLN,2025-01-05,2025-06-05,2025-07-29,,Partner Referral,2025-07-29,2025-07-29 17:00:00
OPP-1373,Atlas Power - Data Platform Modernisation,ACC-10455,Atlas Power AB,Mikael Lindqvist,Data & AI,Data Platform Modernisation,5 - Closed Won,,2480600,SEK,2025-01-23,2025-06-04,2025-07-20,,Existing Customer (Upsell),2025-07-20,2025-07-20 17:00:00
OPP-1397,Lindholm Assurance - SAP S/4HANA Implementation,ACC-10029,Lindholm Assurance plc,grace thompson,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0,"1,108,900.00",GBP,2025-01-27,2025-06-03,2025-02-16,,Outbound - SDR,2025-02-16,2025-02-16 23:32:59
OPP-1281,Rhein Logistics - SAP S/4HANA Implementation,ACC-10448,Rhein Logistics Ltd,grace thompson,ERP & Business Apps,SAP S/4HANA Implementation,Lost,0%,550900,GBP,2025-01-03,2025-03-25,2025-02-22,No Decision / Stalled,Inbound - Website,2025-02-22,2025-02-22 17:00:00
OPP-1399,Gallway Assurance - SAP S/4HANA Implementation,ACC-10505,GALLWAY ASSURANCE LTD,G. Thompson,ERP,SAP S/4HANA Implementation,Closed Lost,0%,520900.00,GBP,2025-01-27,2025-07-21,2025-02-17,Not a Fit,Existing Customer (Upsell),2025-02-17,2025-02-17 17:00:00
OPP-1358,Saxon Finance - SAP S/4HANA Implementation,ACC-10583,Saxon Finance SAS,Camille Bernard,ERP & Business Apps,SAP S/4HANA Implementation,5 - Closed Won,100%,483500.00,EUR,2025-01-18,2025-07-17,2025-06-06,,Outbound,2025-06-06,2025-06-06 17:00:00
OPP-1367,Moselle Bank - Managed SOC,ACC-10355,Moselle Bank S.r.l.,Isabel Ferreira,Cybersecurity,Managed SOC,Lost,0%,"198,000.00",EUR,2025-01-21,2025-07-14,2025-07-05,lost to competitor,Hyperscaler Co-sell,2025-07-05,2025-07-05 23:52:26
OPP-1402,Fjordline Connect - Identity & Access Management,ACC-10416,Fjordline Connect SAS,"Moreau, David",Cybersecurity,Identity & Access Management,Closed Won,100,128500,EUR,2025-01-28,2025-06-08,2025-04-17,,Hyperscaler Co-sell,2025-04-17,2025-04-17 17:00:00
OPP-1394,Westbrook Capital - Managed Cloud Services,ACC-10321,Westbrook Capital S.A.,Tomáš Novák,Cloud & Infra,Managed Cloud Services,Closed Lost,0,"PLN 1,604,200",PLN,2025-01-26,2025-05-16,2025-02-25,No decision,AWS/Azure Co-sell,2025-02-25,2025-02-25 19:03:16
OPP-1306,Castellan Industries - Security Assessment,ACC-10123,Castellan Industries N.V.,Sara Andersson  ,cybersecurity,Security Assessment,Lost,0%,"45,000.00",EUR,2025-01-06,2025-04-05,2025-05-17,Competitor,Hyperscaler Co-sell,2025-05-17,2025-05-17 20:57:17
OPP-1400,Falkner Precision - AI & GenAI Solutions,ACC-10493,Falkner Precision S.L.,Marco Rossi,DATA & AI,AI & GenAI Solutions,Closed Lost,0,258000,EUR,2025-01-27,2025-06-17,2025-03-21,No Decision / Stalled,Webinar,2025-03-21,2025-03-21 17:00:00
OPP-1355,Isola Power - Identity & Access Management,ACC-10434,Isola Power S.p.A.,Isabel Ferreira,Cybersecurity,Identity & Access Management,Lost,0,"€105,500",EUR,2025-01-18,2025-06-14,2025-04-05,In-house,Inbound - Website,2025-04-05,2025-04-05 17:00:00
OPP-1302,Estrella Assurance - Identity & Access Management,ACC-10473,Estrella Assurance Sp. z o.o.,Jan Kowalski,Cybersecurity,Identity & Access Management,Closed Won,100%,"577,400.00",PLN,2025-01-06,2025-06-07,2025-10-03,,Upsell,2025-10-03,2025-10-03 17:00:00
OPP-1346,Meridian Clinics - DevOps & Platform Engineering,ACC-10496,MERIDIAN CLINICS ASA,freja nielsen,Cloud & Infrastructure,DevOps & Platform Engineering,Lost,0,"1,797,300.00",NOK,2025-01-15,2025-06-14,2025-04-03,Not a Fit,Outbound,2025-04-03,2025-04-03 17:00:00
OPP-1364,Fontaine Foods - Application Support,ACC-10694,Fontaine Foods GmbH,Julia Hoffmann,ERP & Business Apps,Application Support,Won,100,128000,EUR,2025-01-20,2025-05-11,2025-04-18,,Hyperscaler Co-sell,2025-04-18,2025-04-18 17:00:00
OPP-1387,Hansa Bank - Analytics & BI,ACC-10555,Hansa Bank SA,Hugo Laurent,DATA & AI,Analytics & BI,Closed Lost,0%,"60,000.00",EUR,2025-01-24,2025-07-07,2025-03-18,Not a Fit,Existing Customer,2025-03-18,2025-03-18 17:00:00
OPP-1416,Granite Assurance - Salesforce Implementation,ACC-10270,Granite Assurance Ltd,Grace Thompson,ERP & Apps,Salesforce Implementation,Lost,0,116000.00,GBP,2025-01-30,2025-05-17,2025-03-04,No Decision / Stalled,Hyperscaler Co-sell,2025-03-04,2025-03-04 21:35:56
OPP-1356,Umbria Institute - Salesforce Implementation,ACC-10452,Umbria Institute SE,Julia Hoffmann,ERP and Business Applications,Salesforce Implementation,Closed Won,100,88500,EUR,2025-01-18,2025-07-04,2025-05-31,,Partner Referral,2025-05-31,2025-05-31 17:00:00
OPP-1299,Delta Power - Analytics & BI,ACC-10737,Delta Power AB,M. Lindqvist,Data & AI,Analytics & BI,Closed Won,100,813100,SEK,2025-01-05,2025-04-04,,,Outbound - SDR,2025-06-06,2025-06-06 17:00:00
OPP-1292,Estrella Motorenwerk - Managed Cloud Services,ACC-10542,Estrella Motorenwerk Ltd,Oliver Hughes,CLOUD,,Closed Lost,0,163200,GBP,2025-01-04,2025-04-24,2025-04-03,No Decision / Stalled,Outbound - SDR,2025-04-03,2025-04-03 23:56:56
OPP-1366,Pionier Public Services - Data Platform Modernisation,ACC-10131,Pionier Public Services A/S,Mikael Lindqvist,DATA & AI,Data Platform Modernisation,Lost,0%,2883700,DKK,2025-01-21,2025-08-15,2025-04-30,Not a Fit,Event / Webinar,2025-04-30,2025-04-30 17:00:00
OPP-1390,Olympia Energy - DevOps & Platform Engineering,ACC-10037,Olympia Energy Ltd,Oliver Hughes,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0,88 500,EUR,2025-01-25,2025-05-10,2025-04-17,No Decision / Stalled,Existing Customer,2025-04-17,2025-04-17 17:00:00
OPP-1392,Quadra Retail - Managed SOC,ACC-10503,Quadra Retail SAS,David Moreau,Cybersecurity,Managed SOC,Lost,0,"€741,500",EUR,2025-01-26,2025-07-10,2025-02-04,No decision,Event / Webinar,2025-02-04,2025-02-04 17:00:00
OPP-1326,Oakridge Invest - AI & GenAI Solutions,ACC-10399,Oakridge Invest Sp. z o.o.,Katarzyna Nowak  ,DATA & AI,AI & GenAI Solutions,Closed Lost,0,384300,pln,2025-01-10,2025-05-27,2025-05-28,Lost to Competitor,Event,2025-05-28,2025-05-28 17:00:00
OPP-1300,Riviera Pharma - AI & GenAI Solutions,ACC-10021,Riviera Pharma AG,Anna Müller,Data & AI,AI & GenAI Solutions,Closed Lost,0%,94000,EUR,2025-01-05,2025-07-01,2025-04-12,Scope Reduced / In-house,Outbound,2025-04-12,2025-04-12 17:00:00
OPP-1351,Aurora Medical - Data Platform Modernisation,ACC-10681,Aurora Medical Ltd,Niamh Walsh,Data & AI,,Lost,0,40900,GBP,2025-01-17,2025-05-01,2025-04-15,No Budget,Event / Webinar,2025-04-15,2025-04-15 18:56:34
OPP-1289,Vistula Authority - Application Support,ACC-10361,Vistula Authority SAS,Camille Bernard,ERP & Business Apps,Application Support,Lost,0%,45000,€,2025-01-03,2025-05-14,2025-03-26,Not a Fit,Inbound - Website,2025-03-26,2025-03-26 17:48:03
OPP-1337,Novara Stores - Analytics & BI,ACC-10059,NOVARA STORES LTD,Niamh Walsh,Data & AI,Analytics & BI,Closed Lost,0,95600,GBP,2025-01-12,2025-05-16,2025-01-28,,Co-sell,2025-01-28,2025-01-28 17:15:02
OPP-1380,Lusitania Clinics - Cloud Migration,ACC-10119,Lusitania Clinics SE,Lukas Schneider,Cloud & Infrastructure,Cloud Migration,Closed Won,100,"140,000.00",EUR,2025-01-24,2025-06-15,2025-06-22,,Partner,2025-06-22,2025-06-22 22:17:35
OPP-1314,Vektor Components - Security Assessment,ACC-10637,VEKTOR COMPONENTS SA,David Moreau,Cyber Security,Security Assessment,Closed Lost,0%,30000,EUR,2025-01-08,2025-05-29,2025-04-09,no budget,Event,2025-04-09,2025-04-09 17:00:00
OPP-1273,Castellan Telecom - Cloud Migration,ACC-10071,Castellan Telecom AB,Freja Nielsen,Cloud and Infrastructure,,Negotiation,95%,,SEK,2025-01-01,2025-03-09,,,Event / Webinar,2025-03-13,2025-03-08 21:20:39
OPP-1361,Zentra Motorenwerk - AI & GenAI Solutions,ACC-10272,Zentra Motorenwerk S.A.,Katarzyna Nowak,Data & AI,AI & GenAI Solutions,5 - Closed Won,100,74500,EUR,2025-01-19,2025-07-04,2026-03-02,,AWS/Azure Co-sell,2026-03-02,2026-03-02 23:27:07
OPP-1370,Falkner Municipal Services - Cloud Migration,ACC-10529,Falkner Municipal Services SA,"Janssens, Pieter",Cloud & Infrastructure,Cloud Migration,Closed Lost,0,270 500,EUR,2025-01-22,2025-08-26,2025-11-04,Timing,Inbound - Website,2025-11-04,2025-11-04 17:00:00
OPP-1274,Baltica Networks - Analytics & BI,ACC-10268,Baltica Networks Ltd,Ethan Clarke,Data & AI,Analytics & BI,Closed Lost,0,83100,GBP,2025-01-01,2025-03-10,2025-04-08,No Decision / Stalled,Outbound,2025-04-08,2025-04-08 17:00:00
OPP-1363,Wexford Clinics - SAP S/4HANA Implementation,ACC-10582,Wexford Clinics SE,Lena Fischer,ERP & Business Apps,SAP S/4HANA Implementation,Closed Won,100%,346500,EUR,2025-01-19,2025-04-21,2025-11-23,,Co-sell,2025-11-23,2025-11-23 18:34:45
OPP-1278,Invicta Renewables - Application Support,ACC-10630,INVICTA RENEWABLES A/S,Sven Johansson,ERP & Business Apps,Application Support,Closed Won,100%,1186100,DKK,2025-01-02,2025-03-31,2025-03-17,,Event / Webinar,2025-03-17,2025-03-17 22:46:29
OPP-1418,Valora Precision - Data Platform Modernisation,ACC-10357,Valora Precision plc,Ethan Clarke,Data & AI,Data Platform Modernisation,Closed Won,100%,313000,GBP,2025-01-31,2025-04-16,2025-04-27,,Inbound - Website,2025-04-27,2025-04-27 19:05:42
OPP-1283,Hansa Clinics - Analytics & BI,ACC-10591,Hansa Clinics S.L.,Marco Rossi,Data & AI,Analytics & BI,Closed - Lost,0,32500,EUR,2025-01-03,2025-06-16,2025-05-22,Price,Inbound,2025-05-22,2025-05-22 17:00:00
OPP-1307,Nordwind Components - Managed Cloud Services,ACC-10474,Nordwind Components SA,Lukas Schneider,Cloud & Infrastructure,Managed Cloud Services,5 - Closed Won,100,"226,600.00",CHF,2025-01-06,2025-06-14,2025-04-05,,Inbound - Website,2025-04-05,2025-04-05 17:00:00
OPP-1419,Polaris Precision - Analytics & BI,ACC-10702,Polaris Precision S.p.A.,Marco Rossi,Data&AI,Analytics & BI,Lost,0,146500,eur,2025-01-31,2025-08-12,2025-03-12,,Inbound - Website,2025-03-12,2025-03-12 22:44:53
OPP-1341,Lusitania Grid - DevOps & Platform Engineering,ACC-10238,Lusitania Grid S.L.,Mateo López  ,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0%,120500,EUR,2025-01-14,2025-06-16,2025-05-12,Not a Fit,Outbound - SDR,2025-05-12,2025-05-12 17:00:00
OPP-1378,Nordwind Pharma - Managed Cloud Services,ACC-10504,Nordwind Pharma SA,Chloé Martin,Cloud and Infrastructure,Managed Cloud Services,Closed Won,100,"€227,000",EUR,2025-01-24,2025-07-02,2025-07-11,,Event / Webinar,2025-07-11,2025-07-11 17:00:00
OPP-1410,Cygnus Industries - Managed SOC,ACC-10593,Cygnus Industries plc,Tom Barker,Cybersecurity,Managed SOC,Closed Lost,0%,550 900,GBP,2025-01-29,2025-07-26,2025-04-27,No Budget,Referral,2025-04-27,2025-04-27 17:00:00
OPP-1342,Granite Power - Analytics & BI,ACC-10564,GRANITE POWER N.V.,Emma de Vries,Data & AI,Analytics & BI,Won,100,56000,EUR,2025-01-14,2025-05-10,2025-10-16,,Outbound - SDR,2025-10-16,2025-10-16 17:00:00
OPP-1277,Wexford Connect - DevOps & Platform Engineering,ACC-10574,Wexford Connect ApS,F. Nielsen,Cloud and Infrastructure,DevOps & Platform Engineering,5 - Closed Won,100,841200,DKK,2025-01-02,2025-03-08,2025-02-25,,Event / Webinar,2025-02-25,2025-02-25 17:34:38
OPP-1350,Fjordline Motorenwerk - Managed SOC,ACC-10211,Fjordline Motorenwerk Ltd,Tom Barker,Cybersecurity,Managed SOC,Closed Won,100%,949500,GBP,2025-01-16,2025-06-18,2025-07-13,,Outbound - SDR,2025-07-13,2025-07-13 17:00:00
OPP-1411,Hansa Networks - Managed SOC,ACC-10587,Hansa Networks plc,Tom Barker,Cybersecurity,Managed SOC,Lost,0,71 400,,2025-01-29,2025-07-08,2025-04-25,Stalled,Hyperscaler Co-sell,2025-04-25,2025-04-25 19:14:13
OPP-1396,Meridian Freight - Salesforce Implementation,ACC-10185,MERIDIAN FREIGHT SA,camille bernard,ERP & Business Apps,Salesforce Implementation,Closed Lost,0,439000,EUR,2025-01-26,2025-07-07,2025-05-24,Not qualified,Existing Customer (Upsell),2025-05-24,2025-05-24 17:00:00
OPP-1386,Zentra Shipping - SAP S/4HANA Implementation,ACC-10379,ZENTRA SHIPPING A/S,Sven Johansson,ERP & Business Apps,SAP S/4HANA Implementation,closed lost,0,7404300,DKK,2025-01-24,2025-05-12,07/04/2025,No fit,Existing Customer (Upsell),2025-04-07,2025-04-07 18:18:13
OPP-1406,Elbe Automotive - Managed SOC,ACC-10264,Elbe Automotive S.A.,Jan Kowalski,cybersecurity,Managed SOC,Closed Won,100,1332200,PLN,2025-01-28,2025-08-12,,,Website,2025-07-04,2025-07-04 17:00:00
OPP-1325,Solvik Telecom - DevOps & Platform Engineering,ACC-10177,SOLVIK TELECOM SA,Lukas Schneider,Cloud and Infrastructure,DevOps & Platform Engineering,Closed Won,100,"CHF 229,100",CHF,2025-01-10,2025-04-28,2025-11-10,,Existing Customer (Upsell),2025-11-10,2025-11-10 17:00:00
OPP-1375,Baltica Motorenwerk - Cloud Migration,ACC-10550,Baltica Motorenwerk S.p.A.,Mateo López,Cloud & Infrastructure,Cloud Migration,Lost,0,"66,500.00",EUR,2025-01-23,2025-08-30,2025-02-22,No Decision / Stalled,Hyperscaler Co-sell,2025-02-22,2025-02-22 17:00:00
OPP-1316,Isola Automotive - DevOps & Platform Engineering,ACC-10514,Isola Automotive GmbH,Lukas Schneider,Cloud & Infrastructure,DevOps & Platform Engineering,Won,100,48 500,EUR,2025-01-08,2025-05-23,2025-05-15,,Partner Referral,15/05/2025,2025-05-15 17:00:00
OPP-1339,Meridian Consumer - SAP S/4HANA Implementation,ACC-10373,Meridian Consumer GmbH,Lena Fischer,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0,388500,EUR,2025-01-13,2025-03-22,2025-09-05,No Decision / Stalled,Partner Referral,2025-09-05,2025-09-05 17:00:00
OPP-1365,Nordwind Health - Analytics & BI,ACC-10366,Nordwind Health plc,Niamh Walsh,Data & AI,Analytics & BI,Closed Lost,0,53400,GBP,2025-01-20,2025-05-24,2025-03-03,Stalled,Partner Referral,2025-03-03,2025-03-03 17:00:00
OPP-1335,Nordwind Health - Data Platform Modernisation,ACC-10366,Nordwind Health plc,Niamh Walsh,Data & AI,Data Platform Modernisation,Closed Won,100%,67200.00,GBP,2025-01-12,2025-05-17,2025-09-10,,Event / Webinar,2025-09-10,2025-09-10 17:00:00
OPP-1323,Oakridge Bank - Security Assessment,ACC-10023,Oakridge Bank SAS,"Moreau, David",Cyber,Security Assessment,closed lost,0,"€32,500",EUR,2025-01-10,2025-05-25,2025-08-09,No Budget,Partner Referral,09/08/2025,2025-08-09 20:16:31
OPP-1296,Iberia Institute - Identity & Access Management,ACC-10359,Iberia Institute Sp. z o.o.,Jan Kowalski,Cybersecurity,Identity & Access Management,closed lost,0%,"2,161,900.00",PLN,2025-01-05,2025-10-07,2025-02-08,Not a Fit,Outbound - SDR,2025-02-08,2025-02-08 17:00:00
OPP-1310,Invicta Logistics - SAP S/4HANA Implementation,ACC-10657,Invicta Logistics plc,Grace Thompson,ERP & Business Apps,SAP S/4HANA Implementation,closed lost,0%,1021300,gbp,2025-01-07,2025-04-02,2025-11-13,Lost to Competitor,Event / Webinar,2025-11-13,2025-11-13 17:00:00
OPP-1386,Zentra Shipping - SAP S/4HANA Implementation,ACC-10379,ZENTRA SHIPPING A/S,Sven Johansson,ERP & Business Apps,SAP S/4HANA Implementation,closed lost,0,7404300,DKK,2025-01-24,2025-05-12,07/04/2025,No fit,Existing Customer (Upsell),2025-04-07,2025-04-07 18:18:13
OPP-1279,Quadra Finance - Analytics & BI,ACC-10412,Quadra Finance plc,Ethan Clarke,Data & AI,Analytics & BI,Closed Lost,0,32100,GBP,2025-01-02,2025-05-21,2025-02-07,No Decision / Stalled,Outbound - SDR,2025-02-07,2025-02-07 17:00:00
OPP-1284,Dunmore Grid - Analytics & BI,ACC-10020,Dunmore Grid AS,Mikael Lindqvist,Data & AI,Analytics & BI,Closed Lost,0,"519,600.00",,2025-01-03,2025-03-21,2025-04-29,No Decision / Stalled,Event / Webinar,2025-04-29,2025-04-29 21:09:10
OPP-1414,Granite Power - Analytics & BI,ACC-10564,Granite Power N.V.,Emma de Vries,Data & AI,Analytics & BI,closed lost,0%,21000,€,2025-01-30,2025-06-28,2025-03-07,Not a Fit,Partner,2025-03-07,2025-03-07 17:00:00
